Name,Structure,Class
BRL53080,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCC=2C=C[S]C=2[C@@]3([H])CN4CCCC4,1
BRL53087,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N2CCC(C)(C)C[C@@]2([H])CN3CCCC3,1
Busulfan,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,1
Butanone,CCC(C)=O,1
Caffeine,CN1C=NC=2N(C)C(=O)N(C)C(=O)C1=2,1
Carbamazepineepoxide,NC(=O)N3C=1C=CC=CC=1[C@@]2([H])O[C@@]2([H])C=4C=CC=CC3=4,1
Carmustine (BCNU),[Cl]CCNC(=O)N(CC[Cl])N=O,1
Cisapride,CO[C@@]2([H])CN(CCCO/C1=C/C=C(/[F])C=C1)CC[C@@]2([H])NC(=O)C3=CC([Cl])=C(N)C=C3OC,1
Cladribine,N/C1=N/C([Cl])=NC=2N(C=NC1=2)[C@@]3([H])C[C@@](O)([H])[C@@]([H])(CO)O3,1
Clonidine,[Cl]/C1=C/C=CC([Cl])=C1N/C2=N/CCN2,1
cp20,O=C1C=CN(C)C(C)=C1O,1
cp21,CCN1C=CC(=O)C(O)=C1C,1
cp24,CCCCN1C=CC(=O)C(O)=C1C,1
cp25,CCCCCCN1C=CC(=O)C(O)=C1C,1
cp29,CCCCCN1C=CC(=O)C(O)=C1C,1
cp94,CCN1C=CC(=O)C(O)=C1CC,1
Cyclohexane,C1CCCCC1,1
Cycloserine,N[C@@]1([H])CONC1=O,1
Cytarabine,NC=1C=CN(C(=O)N=1)[C@@]2([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@]2(O)[H],1
Dacarbazine,CN(C)N=NC=1NC=NC=1C(N)=O,1
Desmethylclobazam,[Cl]/C3=C/C=C2NC(=O)CC(=O)N(/C1=C/C=CC=C1)C2=C3,1
Desmethyldesipramine,NCCCN3C=1C=CC=CC=1CCC=2C=CC=CC=23,1
Desmethyldiazepam,[Cl]/C2=C/C=CC=3NC(=O)C/N=C(/C1=C/C=CC=C1)C2=3,1
Desmonomethylpromazine,CNCCCN3C=1C=CC=CC=1[S]C=2C=CC=CC=23,1
Ethanol,CCO,1
Ethionamide,CC/C1=C/C(=CC=N1)C(N)=[S],1
Ethylbenzene,CC/C1=C/C=CC=C1,1
Famotidine,N=C(N)N/C1=N/C(C[S]CCC(=N)N[S](N)(=O)=O)=C[S]1,1
Flumazenil,CCOC(=O)C=1N=CN2C=1CN(C)C(=O)C3=CC([F])=CC=C23,1
Foscarnetsodium,O=C(O)[P](=O)(O)O,1
GR85571,[Cl]C=1C=CC(=CC=1[Cl])CC(=O)N2CCN(C[C@@]2([H])CN3CCCC3)C(=O)C,1
GR88377,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCC=2OC=CC=2[C@@]3([H])CN4CCCC4,1
GR89696,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N2CCN(C[C@@]2([H])CN3CCCC3)C(=O)OC,1
GR89696_et,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N2CCN(C[C@@]2([H])CN3CCCC3)C(=O)OCC,1
GR89696_pr,O=C(OCCC)N2C[C@@]([H])(CN1CCCC1)N(CC2)C(=O)C/C3=C/C([Cl])=C([Cl])C=C3,1
GR91272,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCC=2OC=CC=2[C@@]3([H])CN4C[C@@](O)([H])CC4,1
Heptane,CCCCCCC,1
Hexane,CCCCCC,1
Hydroxycarbamide,ONC(N)=O,1
Ibuprofen,CC(C)([H])C/C1=C/C=C(C=C1)[C@@](C)([H])C(O)=O,1
ICI197067,CC(C)([H])[C@@]([H])(CN1CCCC1)N(C)C(=O)C/C2=C/C=C(/[Cl])C([Cl])=C2,1
ICI199441,CN(C(=O)C/C1=C/C=C(/[Cl])C([Cl])=C1)[C@@]([H])(CN2CCCC2)C3=CC=CC=C3,1
Isoniazid,NNC(=O)C1=CC=NC=C1,1
L-663581,CC(C)([H])C=1ON=C(N=1)C=4N=CN3C=2C=C/C=C(/[Cl])C=2C(=O)N(C)CC3=4,1
Lomustine,[Cl]CCN(N=O)C(=O)NC1([H])CCCCC1,1
Mefloquine,O[C@@]([H])(C1=CC(=NC2=C(C=CC=C12)C([F])([F])[F])C([F])([F])[F])[C@@]3([H])CCCCN3,1
Mepyramine,CO/C2=C/C=C(/CN(CCN(C)C)C1=CC=CC=N1)C=C2,1
Methylcyclopentane,CC1([H])CCCC1,1
Metoprolol,COCC/C1=C/C=C(/OC[C@@](O)([H])CNC(C)(C)[H])C=C1,1
m-Xylene,C/C1=C/C=CC(C)=C1,1
Nalorphine,O[C@@]1([H])C=C[C@@]2([H])[C@@]3([H])CC4=C/C=C(/O)C=5O[C@@]1([H])[C@@]2(CCN3CC=C)C4=5,1
Nevirapine,C/C2=C/C=NC=3N(C1=NC=CC=C1C(=O)NC2=3)C4([H])CC4,1
Nor-1-chlorpromazine,[Cl]C=3C=CC=2[S]C=1C=CC=CC=1N(CCCNC)C=2C=3,1
Nor-2-chlorpromazine,[Cl]C=3C=CC=2[S]C=1C=CC=CC=1N(CCCN)C=2C=3,1
Northioridazine,C[S]C=4C=CC=3[S]C=1C=CC=CC=1N(CC[C@@]2([H])NCCCC2)C=3C=4,1
Org12962,[Cl]/C1=N/C(=C/C=C1/C([F])([F])[F])N2CCNCC2,1
Org13011,[F]C([F])([F])C=1C=C(N=CC=1)N2CCN(CC2)CCCCN3CCCC3=O,1
Org30526,[Cl]C=1C=C3C(=CC=1)OC2=CC=CC=C2[C@@]4([H])CNC[C@@]34[H],1
Org32104,CC=1C=CC=C4C=1OC2=CC=CC=C2[C@@]3(O)CCNC[C@@]34[H],1
Org34167,C=CC[C@@](N)([H])C1=CC=C/C=C1/C2=N/OC=3C=CC=CC2=3,1
Org5222,CN4C[C@@]3([H])C1=CC=CC=C1OC2=C/C=C(/[Cl])C=C2[C@@]3([H])C4,1
o-Xylene,C/C1=C/C=C/C=C1/C,1
Paraxanthine,O=C1C2=C(NC(=O)N1C)N=CN2C,1
Pentane,CCCCC,1
Pentostatin,OC[C@@]1([H])O[C@@]([H])(C[C@@]1(O)[H])N2C=NC3=C2NC=NC[C@@]3(O)[H],1
Phenserine,CN3CC[C@@]2(C)C=1C=C(C=CC=1N(C)[C@@]23[H])OC(=O)N/C4=C/C=CC=C4,1
Phenylbutazone,CCCCC1([H])C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,1
Pindolol,CC(C)([H])NC[C@@](O)([H])CO/C1=C/C=CC=2NC=CC1=2,1
Pirenzepine,CN1CCN(CC1)CC(=O)N3C2=CC=CC=C2C(=O)NC=4C=CC=NC3=4,1
Plicamycin,CO[C@@]([H])(C(=O)[C@@](O)([H])[C@@](C)(O)[H])[C@@]5([H])CC4=CC3=CC(O[C@@]2([H])C[C@@]([H])(O[C@@]1([H])C[C@@](O)([H])[C@@](O)([H])[C@@](C)([H])O1)[C@@](O)([H])[C@@](C)([H])O2)=C(C)C(O)=C3C(O)=C4C(=O)[C@@]5([H])O[C@@]8([H])C[C@@]([H])(O[C@@]7([H])C[C@@](O)([H])[C@@]([H])(O[C@@]6([H])C[C@@](C)(O)[C@@](O)([H])[C@@](C)([H])O6)[C@@](C)([H])O7)[C@@](O)([H])[C@@](C)([H])O8,1
Praziquantel,O=C1CN(C[C@@]2([H])N1CCC3=CC=CC=C23)C(=O)[C@@]4([H])CCCCC4,1
progesterone,CC(=O)[C@@]3([H])CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])CC[C@@]34C,1
Propanol,CCCO,1
Propanone,CC(C)=O,1
p-Xylene,C/C1=C/C=C(/C)C=C1,1
Pyrazinamide,NC(=O)C1=CN=CC=N1,1
Pyrimethamine,CC/C1=N/C(N)=NC(N)=C1/C2=C/C=C(/[Cl])C=C2,1
Quinidine,C=C[C@@]1([H])CN2CC[C@@]1([H])C[C@@]2([H])[C@@](O)([H])C=3C=CN=C4C=CC(=CC=34)OC,1
Ribavirin,NC(=O)C=1N=CN(N=1)[C@@]2([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@]2(O)[H],1
RO19-4603,CN3CC1=C(N=CN1C=2C=C[S]C=2C3=O)C(=O)OC(C)(C)C,1
roxindole,O/C4=C/C=C3N/C=C(/CCCCN1CCC(=CC1)C2=CC=CC=C2)C3=C4,1
RP60180,C[C@@]([H])(CN1CCCC1)N3C2=CC=CC=C2[S]C=4C=CC(=CC3=4)C(=O)NCCC,1
Salicyluricacid,OC(=O)CNC(=O)C1=CC=C/C=C1/O,1
Sankyo,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N2CCN(C)C[C@@]2([H])CN3CCCC3,1
SB201708,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCN2C=CN=C2[C@@]3([H])CN4CCCC4,1
SB204484,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCN2N=CN=C2[C@@]3([H])CN4CCCC4,1
SB-222200,CC[C@@]([H])(NC(=O)C=2C=1C=CC=CC=1N=C(C=2C)C3=CC=CC=C3)C4=CC=CC=C4,1
skb_a,CC[C@@]([H])(NC(=O)C=1C(O)=C(N=C2C=CC=CC=12)C3=CC=CC=C3)C4=CC=CC=C4,1
skb_c,CC[C@@]([H])(NC(=O)C2=C1C=CC=CC1=N/C(=C2/OCCCN(C)C)C3=CC=CC=C3)C4=CC=CC=C4,1
SKF89124,CCCN(CCC)CC/C1=C/C=C(/O)C=2NC(=O)CC1=2,1
Sotalol,CC(C)([H])NC[C@@](O)([H])C1=C/C=C(/N[S](C)(=O)=O)C=C1,1
Stavudine,C/C1=C/N(C(=O)NC1=O)[C@@]2([H])O[C@@]([H])(CO)C=C2,1
Sulfafurazole,C/C2=N/OC(N[S](=O)(=O)C1=C/C=C(/N)C=C1)=C2C,1
Tacrine,N/C2=C1/CCCCC1=NC3=CC=CC=C23,1
Tertbutylchlorambucil,CC(C)(C)OC(=O)CCCC=1C=CC(=CC=1)N(CC[Cl])CC[Cl],1
testosterone,C[C@@]34CC[C@@]1([H])[C@@]([H])(CCC2=CC(=O)CC[C@@]12C)[C@@]3([H])CC[C@@]4(O)[H],1
Thiopental,CCC[C@@](C)([H])[C@@]1(CC)C(=O)NC(=[S])NC1=O,1
Thiotepa,[S]=[P](N1CC1)(N2CC2)N3CC3,1
Tibolone,C[C@@]3([H])CC=1CC(=O)CCC=1[C@@]4([H])CC[C@@]2(C)[C@@]([H])(CC[C@@]2(O)C#C)[C@@]34[H],1
Tifluadom,CN2C1=CC=CC=C1C(=NC[C@@]2([H])CNC(=O)C=3C=C[S]C=3)C4=CC=C/C=C4/[F],1
Tiotidine,C/N=C(/NCC[S]C/C1=C/[S]C(/N=C(/N)N)=N1)NC#N,1
Toluene,C/C1=C/C=CC=C1,1
Trichloroethene,C=C([Cl])([Cl])[Cl],1
Trovafloxacin,N[C@@]1([H])[C@@]2([H])CN(C[C@@]12[H])C4=NC=3N(/C=C(/C(O)=O)C(=O)C=3/C=C4/[F])C5=C/C=C(/[F])C=C5[F],1
U50488,CN(C(=O)C/C1=C/C=C(/[Cl])C([Cl])=C1)[C@@]2([H])CCCC[C@@]2([H])N3CCCC3,1
Urea,NC(N)=O,1
Vidarabine,N/C1=N/C=NC=2N(C=NC1=2)[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@]3(O)[H],1
Zalcitabine,NC=1C=CN(C(=O)N=1)[C@@]2([H])CC[C@@]([H])(CO)O2,1
Zolantidine,C1CCN(CC1)C/C4=C/C=CC(OCCCN/C3=N/C2=CC=CC=C2[S]3)=C4,1
4,CN(C)CC=1OC(=CC=1)C[S]CCN/C2=N/C(O)=C(C=N2)C/C4=C/C=3C=CC=CC=3C=C4,-1
12,N#C/N=C(/NCC[S]C/C1=N/C=C/C=C1/[Br])NCC,-1
17,NC(N)=N/C1=N/C(=C[S]1)C2=CC=CC(N)=C2,-1
18,NC(N)=N/C1=N/C(=C[S]1)C2=CC=CC(=C2)NC(C)=O,-1
19,NC(N)=N/C1=N/C(=C[S]1)C2=CC=CC(=C2)NC(NC)=NC#N,-1
35,[Cl]/C1=C/C=CC2=C1C(=O)N(C)CC=3N2C=NC=3C=4N=C(ON=4)[C@@](C)(O)CO,-1
Jan-47,NCC/C2=C/N1C=CC=CC1=N2,-1
May-62,NCC/C1=N/C(=C[S]1)C=2C=CC=CC=2,-1
8/5/10,CN(C)CC=1OC(=CC=1)C[S]CCN/C2=N/C=C(CN2)C/C3=C/N=C(/C)C=C3,-1
Amifostine,NCCCNCC[S][P](O)(O)=O,-1
Aminosalicylicacid,N/C1=C/C=C(/C(O)=O)C(O)=C1,-1
Atenolol,CC(C)([H])NC[C@@](O)([H])CO/C1=C/C=C(/CC(N)=O)C=C1,-1
Atovaquone,O=C2/C(=C(/O)C1=CC=CC=C1C2=O)[C@@]3([H])CC[C@@]([H])(CC3)C4=C/C=C(/[Cl])C=C4,-1
Azelaicacid,OC(=O)CCCCCCCC(O)=O,-1
Bacitracin,O=C4N[C@@]([H])(CCCCNC(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC(=O)[C@@]1([H])N=C([S]C1)[C@@](N)([H])[C@@](C)([H])CC)CC(C)(C)[H])CCC(O)=O)[C@@](C)([H])CC)C(=O)N[C@@]([H])(CCCN)C(=O)N[C@@]([H])(C(=O)N[C@@]([H])(C/C2=C/C=CC=C2)C(=O)N[C@@]([H])(C/C3=C/NC=N3)C(=O)N[C@@]([H])(CC(O)=O)C(=O)N[C@@]4([H])CC(N)=O)[C@@](C)([H])CC,-1
BBcpd10,N/C1=N/C(=NN1)C=2C=CN=C(C=2)N(C)C,-1
Bis-hydroxylated-L-663581,OCC(C)(CO)C=1ON=C(N=1)C=4N=CN3C=2C=C/C=C(/[Cl])C=2C(=O)N(C)CC3=4,-1
BRL52974,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCC=2NC=NC=2[C@@]3([H])CN4CCCC4,-1
Bromocriptine,CC(C)([H])C[C@@]7([H])N5C(=O)[C@@](NC(=O)[C@@]2([H])CN(C)[C@@]1([H])C/C3=C(/[Br])NC4=CC=CC(C1=C2)=C34)(O[C@@]5(O)[C@@]6([H])CCCN6C7=O)C(C)(C)[H],-1
carebastine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(=O)CCCN2CCC([H])(CC2)OC([H])(C3=CC=CC=C3)C4=CC=CC=C4,-1
Chlorambucil,OC(=O)CCC/C1=C/C=C(C=C1)N(CC[Cl])CC[Cl],-1
Chlorothiazide,N[S](=O)(=O)C2=CC1=C(NC=N[S]1(=O)=O)C=C2[Cl],-1
ciprofloxacin,OC(=O)C3=CN(C2=CC(N1CCNCC1)=C([F])C=C2C3=O)C4([H])CC4,-1
corticosterone,C[C@@]34C[C@@](O)([H])[C@@]1([H])[C@@]([H])(CCC2=CC(=O)CC[C@@]12C)[C@@]3([H])CC[C@@]4([H])C(=O)CO,-1
cortisol,C[C@@]13CCC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],-1
cp102,OCCN1C=CC(=O)C(O)=C1CC,-1
cp107,OCCCCN1C=CC(=O)C(O)=C1CC,-1
cp41,OCCCN1C=CC(=O)C(O)=C1C,-1
Delavirdine,CC(C)([H])NC=1C=CC=NC=1N2CCN(CC2)C(=O)C4=CC3=CC(N[S](C)(=O)=O)=CC=C3N4,-1
Dexrazoxane,C[C@@]([H])(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,-1
Didanosine,OC[C@@]1([H])CC[C@@]([H])(O1)N2C=NC=3C(O)=NC=NC2=3,-1
difloxacin,CN1CCN(CC1)C3=CC=2N(/C=C(/C(O)=O)C(=O)C=2/C=C3/[F])C4=C/C=C(/[F])C=C4,-1
Dihydroergotamine,CN2C[C@@]([H])(C[C@@]1([H])C=3C=CC=C4NC=C(C[C@@]12[H])C=34)C(=O)N[C@@]5(C)O[C@@]7(O)N(C5=O)[C@@]([H])(C/C6=C/C=CC=C6)C(=O)N8CCC[C@@]78[H],-1
Ebastine,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC([H])(CC2)OC([H])(C3=CC=CC=C3)C4=CC=CC=C4,-1
Efavirenz,[F]C([F])([F])[C@@]1(OC(=O)NC2=C/C=C(/[Cl])C=C12)C#C[C@@]3([H])CC3,-1
EMD60400,O[C@@]3([H])CCN(C[C@@]([H])(C1=CC=CC=C1)N(C)C(=O)C/C2=C/C=C/C=C2/N)C3,-1
Enalapril,CCOC(=O)[C@@]([H])(CC/C1=C/C=CC=C1)N[C@@](C)([H])C(=O)N2CCC[C@@]2([H])C(O)=O,-1
Etacrynicacid,OC(=O)COC=1C=C/C(=C(/[Cl])C=1[Cl])C(=O)C(=C)CC,-1
Ethambutol,CC[C@@]([H])(CO)NCCN[C@@]([H])(CC)CO,-1
furosemide,N[S](=O)(=O)C2=CC(C(O)=O)=C(NC/C1=C/C=CO1)C=C2[Cl],-1
GR94839,CC(=O)N3CCN(C(=O)C/C1=C/C=C(/[Cl])C([Cl])=C1)[C@@]([H])(CN2CC[C@@](O)([H])C2)C3,-1
GR94839_A,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C=C(C=C3)C([F])([F])[F],-1
GR94839_B,C[S]/C1=C/C=C(C=C1)CC(=O)N2CCN(C[C@@]2([H])CN3CC[C@@](O)([H])C3)C(=O)C,-1
GR94839_C,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C([F])=CC([F])=C3,-1
GR94839_D,CC(=O)N3CCN(C(=O)C/C1=C/C=CC=C1)[C@@]([H])(CN2CC[C@@](O)([H])C2)C3,-1
GR94839_E,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C=C(C=C3)N(=O)=O,-1
GR94839_F,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C=C(/OC)C=C3,-1
GR94839_G,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C(=CC=C3)N(=O)=O,-1
GR94839_I,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C=C(C=C3)[S](=O)C,-1
GR94839_L,O=C(C)N2C[C@@]([H])(CN1CC[C@@](O)([H])C1)N(CC2)C(=O)C/C3=C/C=C(C=C3)[S](=O)(=O)C,-1
Guanadrel,N=C(N)NC[C@@]2([H])CO[C@@]1(CCCCC1)O2,-1
Hydrochlorothiazide,N[S](=O)(=O)C2=CC1=C(NCN[S]1(=O)=O)C=C2[Cl],-1
Icotidine,CO/C1=C/C=C/N=C1/CCCCN/C3=N/C(O)=C(C/C2=C/C=C(/C)N=C2)C=N3,-1
isoxicam,CN2/C(=C(/O)C1=CC=CC=C1[S]2(=O)=O)C(=O)NC=3/C=C(/C)ON=3,-1
Ketorolac,OC(=O)[C@@]1([H])CCN2C1=C/C=C2/C(=O)C3=CC=CC=C3,-1
lomefloxacin,CCN2/C=C(/C(O)=O)C(=O)C3=CC([F])=C(N1CCN[C@@](C)([H])C1)C([F])=C23,-1
loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C2=C/C=C(/[Cl])C=C2)(C3=CC=CC=C3)C4=CC=CC=C4,-1
Lupitidine,CN(C)C/C3=C/C=C(/C[S]CCN/C2=N/C(O)=C(C/C1=C/C=C(/C)N=C1)C=N2)O3,-1
Mannitol,OC[C@@](O)([H])[C@@](O)([H])[C@@](O)([H])[C@@](O)([H])CO,-1
meloxicam,CN2/C(=C(/O)C1=CC=CC=C1[S]2(=O)=O)C(=O)N/C3=N/C=C(/C)[S]3,-1
Metaraminol,C[C@@](N)([H])[C@@](O)([H])C1=CC=CC(O)=C1,-1
Mifepristone,CC#C[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CCC1=C2[C@@]([H])(C[C@@]34C)C5=CC=C(C=C5)N(C)C,-1
Mono-hydroxylated-L-663581,OC(C)(C)C=1ON=C(N=1)C=4N=CN3C=2C=C/C=C(/[Cl])C=2C(=O)N(C)CC3=4,-1
Norepinephrine,NC[C@@](O)([H])C1=C/C=C(/O)C(O)=C1,-1
Omeprazole,CO/C2=C/C=C1NC(=NC1=C2)[S](=O)C/C3=N/C=C(/C)C(OC)=C3C,-1
pefloxacin,CCN1/C=C(/C(O)=O)C(=O)C2=CC([F])=C(C=C12)N3CCN(C)CC3,-1
Phenazopyridine,N/C2=C/C=C(/N=N/C1=C/C=CC=C1)C(N)=N2,-1
Phenoxymethylpenicillin,CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)CO/C2=C/C=CC=C2)[C@@]3([H])C(O)=O,-1
piroxicam,CN2/C(=C(/O)C1=CC=CC=C1[S]2(=O)=O)C(=O)N/C3=C/C=CC=N3,-1
Pravastatin,CC[C@@](C)([H])C(=O)O[C@@]1([H])C[C@@](O)([H])C=C2C=C[C@@](C)([H])[C@@]([H])(CC[C@@](O)([H])C[C@@](O)([H])CC(O)=O)[C@@]12[H],-1
Probenecid,CCCN(CCC)[S](=O)(=O)C1=CC=C(C=C1)C(O)=O,-1
Quinine,C=C[C@@]1([H])CN2CC[C@@]1([H])C[C@@]2([H])[C@@](O)([H])C=3C=CN=C4C=CC(=CC=34)OC,-1
Ranitidine,CNC(NCC[S]C/C1=C/C=C(/CN(C)C)O1)=CN(=O)=O,-1
rufloxacin,CN1CCN(CC1)C2=C([F])C=C3C(=O)C(=CN4CC[S]C2=C34)C(O)=O,-1
salbutamol,CC(C)(C)NC[C@@](O)([H])C1=C/C=C(/O)C(CO)=C1,-1
Salicylicacid,OC(=O)C1=CC=C/C=C1/O,-1
SB204454,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N2CC[C@@]4(C[C@@]2([H])CN3CCCC3)NC(=O)NC4=O,-1
SB204459,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCN2C=CN=C2[C@@]3([H])CN4C[C@@](O)([H])CC4,-1
SB205563,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N2CCN(C[C@@]2([H])CN3C[C@@](O)([H])CC3)CCO,-1
SB205605,[Cl]/C1=C/C(=C/C=C1/[Cl])CC(=O)N3CCC=2NC=NC=2[C@@]3([H])CN4C[C@@](O)([H])CC4,-1
skb-d,CC[C@@]([H])(NC(=O)C2=C1C=CC=CC1=N/C(=C2/OCC(O)=O)C3=CC=CC=C3)C4=CC=CC=C4,-1
skb-e,CC[C@@]([H])(NC(=O)C2=C1C=CC=CC1=N/C(=C2/OCCCC(O)=O)C3=CC=CC=C3)C4=CC=CC=C4,-1
skb-f,CC[C@@]([H])(NC(=O)C=2C1=CC=CC=C1N=C(C=2OCCNC(=O)CC=3C=CC=CC=3C(=O)O)C4=CC=CC=C4)C5=CC=CC=C5,-1
skb-g,O=C(NCCOC=2C(=C1C=CC=CC1=NC=2/C3=C/C=CC=C3)C(=O)N[C@@]([H])(CC)C4=CC=CC=C4)C/C5=N/C=CC=C5,-1
