,drug_name,drug_type
159,Fluphenazine,Inhibitor
160,Flurazepam,Inhibitor
161,Fluvoxamine,Substrate
162,Folic Acid,Substrate
163,Fomepizole,Inhibitor
164,Furosemide,Substrate
165,Glucosamine,Substrate
166,Glucose,Inhibitor
167,Glycerol,Inducer
168,Halothane,Substrate
169,Histamine,Inducer
170,Ipriflavone,Inducer
171,Isoflurane,Substrate
172,Isoniazid,"Inducer,Inhibitor,Substrate"
173,Isopropanol,"Inducer,Inhibitor"
174,Isosorbide Dinitrate,Inhibitor
175,Ketoconazole,Inhibitor
176,Levocarnitine,Substrate
177,Levomepromazine,Inhibitor
178,Medazepam,Inhibitor
179,Medrysone,Inhibitor
180,Menadione,Substrate
181,Meprobamate,Substrate
182,Methazolamide,Inhibitor
183,Methoxyflurane,Substrate
184,Metyrapone,Inhibitor
185,Mexiletine,Substrate
186,Mizolastine,Inhibitor
187,Monoethanolamine Oleate,Substrate
188,Nicardipine,Substrate
189,Nicotinamide,Inhibitor
190,Nicotine,"Inducer,Inhibitor,Substrate"
191,Nifedipine,Inhibitor
192,Nilvadipine,Substrate
193,Nortriptyline,Inhibitor
194,Ondansetron,Substrate
195,Oxaliplatin,Substrate
196,Paracetamol,"Inducer,Substrate"
197,Paraoxon,Substrate
198,Pargyline,Inhibitor
199,Perazine,Substrate
200,Phenacetin,Substrate
201,Phenol,Substrate
202,Pilocarpine,Substrate
203,Pimozide,Inhibitor
204,Proguanil,Substrate
205,Quinidine,Substrate
206,Retinol (vit A),"Inducer,Substrate"
207,Ritonavir,Inhibitor
208,Salicylic Acid,Inducer
209,Selegiline,Inhibitor
210,Sevoflurane,Substrate
211,Sildenafil,Inhibitor
212,Sodium Chloride,Inducer
213,Sodium Salicylate,Inducer
214,Streptozocin,Inducer
215,Sulconazole,Inhibitor
216,Sulfadiazine,Substrate
217,Sulfanilamide,Inhibitor
218,Tegafur,Substrate
219,Tegaserod,Inhibitor
220,Tenofovir Disoproxil,Inhibitor
221,Theobromine,Substrate
222,Theophylline,Substrate
223,Thiamazole,Inhibitor
224,Thiopental,Inhibitor
225,Thioridazine,Inhibitor
226,Thiosulfate,Inhibitor
227,Thiram,Substrate
228,Ticlopidine,Inhibitor
229,Tiopronin,Inhibitor
230,Tocopherol (vit E),Inhibitor
231,Trabectedin,Substrate
232,Tranylcypromine,Inhibitor
233,Trichloroethylene,"Substrate,Inhibitor"
234,Trimethadione,Substrate
235,Trospium,Inhibitor
236,Ursodeoxycholic Acid,"Inducer,Inhibitor"
237,Vincamine,Substrate
238,Voglibose,Inducer
239,Zafirlukast,Inhibitor
240,Zopiclone,Substrate
241,Acetylsalicylic Acid,Inducer
242,Adriamycin,Substrate
243,Amyl Nitrite,Substrate
244,Artemisinin,"Inhibitor,Substrate"
245,Ascorbic Acid (vit C),"Inhibitor,Inducer"
246,Betacarotene,Inducer
247,Busulfan,Substrate
248,Camphora,Inducer
249,Carmustine,Substrate
250,Chenodeoxycholic Acid,Inhibitor
251,Chinin,Inhibitor
252,Chlorambucil,Inducer
253,Cisapride,Inducer
254,Clomipramine,Inhibitor
255,Cocaine,Inducer
256,Dicoumarol,Inhibitor
257,Diethylcarbamazine,Inducer
258,Doxepin,Inhibitor
259,Doxorubicin,Inducer
260,Etacrynic Acid,"Substrate,Inhibitor"
261,Finasteride,Inhibitor
262,Flunarizine,Inducer
263,Fosfomycin,Substrate
264,Gabapentin,Inducer
265,Glucagon,Inhibitor
266,Glyceryl Trinitrate,Inducer
267,Glycine,Inducer
268,Hematin,"Inhibitor,Substrate"
269,Hydrocortisone,Inducer
270,Hydrogen Peroxide,"Inhibitor,Inducer"
271,Ibuprofen,Inducer
272,Indometacin,"Inhibitor,Inducer"
273,Ketoprofen,Inhibitor
274,Lamotrigine,Inducer
275,Lentinan,Inhibitor
276,Levamisole,Inducer
277,Levetiracetam,Inducer
278,Melphalan,"Substrate,Inducer"
279,Mequinol,Inducer
280,Mercaptamine,Inhibitor
281,Mersalyl,Inhibitor
282,Metamizole Sodium,Inducer
283,Methionine,Inducer
284,Methyldopa (levorotatory),Inhibitor
285,Nabumetone,Inducer
286,Nitric Oxide,Inducer
287,Olanzapine,Inducer
288,Pentoxifylline,Inducer
289,Perindopril,Inhibitor
290,Pipamperone,Inducer
291,Polihexanide,Inhibitor
292,Primaquine,Inhibitor
293,Propylthiouracil,"Inhibitor,Inducer"
294,Pyrimethamine,Inhibitor
295,Rofecoxib,Inducer
296,Sodium Nitrite,Inhibitor
297,Sulindac,Inducer
298,Tacrine,Substrate
299,Tadalafil,Inducer
300,Tetracycline,Inhibitor
301,Thiomersal,Inhibitor
302,Thiotepa,Substrate
303,Tiaprofenic Acid,Inhibitor
304,Tienilic Acid,Inhibitor
305,Tioctic Acid,Inducer
306,Verapamil,Inducer
307,Adenosine,Inducer
308,Bosentan,Inhibitor
309,Colestyramine,Inducer
310,Rosuvastatin,Substrate
311,Aminobenzoic Acid,Substrate
312,Apomorphine,Substrate
313,Bemiparin,Substrate
314,Budesonide,Substrate
315,Calcitriol,Inducer
316,Celecoxib,"Inhibitor,Substrate"
317,Cholic Acid,Substrate
318,Clioquinol,"Inhibitor,Substrate"
319,Corticotropin,Inducer
320,Cortisone,Inhibitor
321,Digitoxin,Substrate
322,Ephedrin,Substrate
323,Epinephrine,"Substrate,Inducer"
324,Galactose,Substrate
325,Minoxidil,Substrate
326,Naproxen,Inhibitor
327,Pantoprazole,Substrate
328,Promegestone,Inducer
329,Pseudoephedrine,Substrate
330,Pyridoxal Phosphate,Inhibitor
331,Ritodrine,Substrate
332,Sodium Citrate,Inhibitor
333,Teicoplanin,Substrate
334,Triamcinolone,Inducer
335,Triclosan,Inhibitor
336,Amiodarone,Inhibitor
337,Atorvastatin,"Substrate,Inducer"
338,Bezafibrate,Inhibitor
339,Cerivastatin,Substrate
340,Ciclosporin,Inhibitor
341,Digoxin,Substrate
342,Enalapril,Substrate
343,Ezetimibe,Substrate
344,Gemfibrozil,Inhibitor
345,Indium (111In) Pentetic Acid,Substrate
346,Lopinavir,Inhibitor
347,Lovastatin,Substrate
348,Pravastatin,Substrate
349,Rifamycin,Inhibitor
350,Silymarin,Inhibitor
351,Simvastatin,Substrate
352,Torasemide,Substrate
353,Acetylcholin,Inducer
354,Angiotensinamide,Inducer
355,Argatroban,Inducer
356,Azacitidine,Inhibitor
357,Azathioprine,Substrate
358,Bendroflumethiazide,Inhibitor
359,Captopril,Substrate
360,Chlorhexidine,Inhibitor
361,Chlorphenamine,Inducer
362,Deanol,Substrate
363,Decitabine,Inhibitor
364,Dicycloverine,Inhibitor
365,Diosmin,Inhibitor
366,Fosfocreatine,Inhibitor
367,Hydralazine,Inducer
368,Ketotifen,Inducer
369,Levodopa,Substrate
370,Mepacrine,Inhibitor
371,Mesalazine,Inhibitor
372,Moclobemide,Inhibitor
373,Olsalazine,Inhibitor
374,Physostigmine,Inhibitor
375,Plicamycin,Inhibitor
376,Procaine,Inhibitor
377,Pyridoxine (vit B6),Inhibitor
378,Selenium Compounds,Inhibitor
379,Temozolomide,Inhibitor
380,Tolcapone,Inhibitor
381,Tubocurarine,Inhibitor
382,Ubidecarenone,Substrate
383,Varenicline,Inhibitor
384,Vecuronium,Inhibitor
385,Virginiamycin,Inhibitor
386,Vorinostat,Inhibitor
387,Alfentanil,Substrate
388,Alprazolam,Substrate
389,Amlodipine,Substrate
390,Aprepitant,Substrate
391,Aripiprazole,Substrate
392,Astemizole,Substrate
393,Atazanavir,"Inhibitor,Substrate"
394,Aztreonam,Substrate
395,Buspirone,Substrate
396,Carbamazepine,Substrate
397,Clarithromycin,Substrate
398,Clotiapine,Substrate
399,Codeine,Substrate
400,Dextropropoxyphene,Inducer
401,Diltiazem,Substrate
402,Domperidone,Substrate
403,Doxylamin,Inducer
404,Eplerenone,Substrate
405,Erythromycin,Substrate
406,Estriol,Substrate
407,Ethinylestradiol,Substrate
408,Ethylmorphine,Substrate
409,Felodipine,Substrate
410,Fentanyl,Substrate
411,Glycyrrhizic Acid,"Inducer,Substrate"
412,Haloperidol,Substrate
413,Imatinib,Substrate
414,Indinavir,"Inhibitor,Substrate"
415,Irinotecan,Substrate
416,Lercanidipine,Substrate
417,Linopirdine,Substrate
418,Mibefradil,Inhibitor
419,Midazolam,"Inhibitor,Substrate"
420,Mifepristone,Inhibitor
421,Nateglinide,Substrate
422,Nefazodone,Inhibitor
423,Nelfinavir,"Inhibitor,Substrate"
424,Neostigmine,Inhibitor
425,Nisoldipine,Substrate
426,Nitrendipine,Substrate
427,Norethisterone,Substrate
428,Norfloxacin,Inhibitor
429,Ornidazole,Substrate
430,Oxazepam,Substrate
431,Phenelzine,Inhibitor
432,Pleconaril,Inducer
433,Praziquantel,Substrate
434,Propranolol,Substrate
435,Quetiapine,Substrate
436,Rifapentine,Inducer
437,Risperidone,Substrate
438,Salmeterol,Substrate
439,Saquinavir,Substrate
440,Sirolimus,Substrate
441,Tacrolimus,Substrate
442,Terfenadine,Substrate
443,Trazodone,Substrate
444,Triazolam,Substrate
445,Vincristine,Substrate
446,Zalcitabine,Substrate
447,Zaleplon,Substrate
448,Ziprasidone,Substrate
449,Zolpidem,Substrate
450,Acebutolol,Inhibitor
451,Ajmaline,"Inhibitor,Substrate"
452,Almotriptan,Substrate
453,Alprenolol,Substrate
454,Amfetamine,"Inhibitor,Substrate"
455,Aminobutyric Acid,Substrate
456,Amodiaquine,Inhibitor
457,Amprenavir,Substrate
458,Amsacrine,Substrate
459,Aprindine,Substrate
460,Artemether,Substrate
461,Atomoxetine,"Inhibitor,Substrate"
462,Barnidipine,Inhibitor
463,Befunolol,Substrate
464,Benidipine,Inhibitor
465,Benzatropine,Substrate
466,Benzethonium,Substrate
467,Bepridil,Substrate
468,Betaxolol,"Substrate,Inhibitor"
469,Bicalutamide,Inhibitor
470,Biperiden,Inhibitor
471,Bisoprolol,Substrate
472,Bortezomib,"Inhibitor,Substrate"
473,Budipine,Inhibitor
474,Buflomedil,Substrate
475,Bupivacaine,Substrate
476,Bupranolol,Substrate
477,Carteolol,"Inhibitor,Substrate"
478,Cevimeline,Substrate
479,Chlordiazepoxide,Substrate
480,Cibenzoline,Substrate
481,Cilostazol,Substrate
482,Cinacalcet,"Substrate,Inhibitor"
483,Cinnarizin,Substrate
484,Clemastine,Inhibitor
485,Colecalciferol,Inhibitor
486,Cyclobenzaprine,Substrate
487,Debrisoquine,Substrate
488,Delavirdine,"Inhibitor,Substrate"
489,Desloratadine,Inhibitor
490,Desvenlafaxine,"Substrate,Inhibitor"
491,Dexamfetamine,"Inhibitor,Substrate"
492,Dexmedetomidine,Inhibitor
493,Dihydrocodeine,Substrate
494,Dimethyl Sulfoxide,Inhibitor
495,Diphenhydramin,"Substrate,Inhibitor"
496,Diphenhydramine Methylbromide,Inhibitor
497,Dolasetron,"Substrate,Inhibitor"
498,Donepezil,Substrate
499,Doxazosin,Substrate
500,Duloxetine,"Substrate,Inhibitor"
501,Efavirenz,Inhibitor
502,Eletriptan,Substrate
503,Emetine,"Substrate,Inhibitor"
504,Encainide,Substrate
505,Epinastine,"Inhibitor,Substrate"
506,Escitalopram,"Substrate,Inhibitor"
507,Etilamfetamine,Substrate
508,Fenfluramine,Inhibitor
509,Fesoterodine,Substrate
510,Fexofenadine,Inhibitor
511,Flecainide,"Substrate,Inhibitor"
512,Formoterol,Substrate
513,Galantamine,Substrate
514,Gefitinib,"Inhibitor,Substrate"
515,Gepirone,Substrate
516,Granisetron,"Substrate,Inhibitor,Inducer"
517,Guanoxan,Substrate
518,Halofantrine,"Inhibitor,Substrate"
519,Hydrochloric Acid,Inhibitor
520,Hydrocodone,Substrate
521,Hydromorphone,Substrate
522,Hydroxychloroquine,Inhibitor
523,Hydroxyzine,Inhibitor
524,Idarubicin,"Inhibitor,Substrate"
525,Indoramin,Substrate
526,Irbesartan,Inhibitor
527,Labetalol,"Inhibitor,Substrate"
528,Lisuride,Substrate
529,Lofepramine,Substrate
530,Lomustine,"Substrate,Inhibitor"
531,Loperamide,Substrate
532,Loratadine,"Inhibitor,Inducer,Substrate"
533,Manidipine,Inhibitor
534,Maprotiline,Substrate
535,Melperone,Inhibitor
536,Memantine,Inhibitor
537,Mepyramine,Inhibitor
538,Mequitazine,Substrate
539,Mesoridazine,Substrate
540,Metamfetamine,"Substrate,Inhibitor"
541,Methoxyphenamine,Substrate
542,Methyprylon,Substrate
543,Metoprolol,"Substrate,Inhibitor"
544,Mianserin,"Substrate,Inhibitor"
545,Midodrine,Inhibitor
546,Minaprine,Substrate
547,Mirtazapine,"Inhibitor,Substrate,Inducer"
548,Morphine,Substrate
549,Nebivolol,Substrate
550,Nevirapine,"Substrate,Inhibitor"
551,Nicergoline,Substrate
552,Nicotinic Acid,Inhibitor
553,Nitrofural,Substrate
554,Octopamine,Substrate
555,Opipramol,Substrate
556,Orphenadrine (citrate),Inhibitor
557,Oxamniquine,Inhibitor
558,Oxatomide,"Inhibitor,Substrate"
559,Oxprenolol,Inhibitor
560,Oxybutynin,Inhibitor
561,Palonosetron,Substrate
562,Parecoxib,Inhibitor
563,Paroxetine,"Inhibitor,Substrate"
564,Pentamidine Isethionate,Substrate
565,Pentoxyverine,"Substrate,Inhibitor"
566,Pergolide,Inhibitor
567,Perhexiline,"Substrate,Inhibitor"
568,Phenformin,Substrate
569,Phentermine,Inhibitor
570,Pindolol,"Substrate,Inducer,Inhibitor"
571,Pioglitazone,Inhibitor
572,Piperazine,Substrate
573,Prajmaline,Substrate
574,Procainamide,Substrate
575,Prochlorperazine,Substrate
576,Promethazine,"Inhibitor,Substrate"
577,Propafenone,"Inhibitor,Substrate"
578,Protriptyline,Substrate
579,Pyrantel,Substrate
580,Ranitidine,"Substrate,Inhibitor"
581,Reboxetine,"Inducer,Inhibitor"
582,Remoxipride,Substrate
583,Rivastigmine,Inhibitor
584,Ropinirole,Inhibitor
585,Ropivacaine,Substrate
586,Rosiglitazone,Inhibitor
587,Roxatidine,Substrate
588,Rutoside,Inhibitor
589,Sertindole,Substrate
590,Sertraline,"Inhibitor,Substrate"
591,Simvastatin And Ezetimibe,Inhibitor
592,Somatostatin,Inhibitor
593,Sparteine,"Inhibitor,Substrate"
594,Sulfaphenazole,Inhibitor
595,Tamsulosin,Substrate
596,Tetrabenazine,"Inhibitor,Substrate"
597,Thebacon,Substrate
598,Timolol,"Substrate,Inhibitor"
599,Tiotixene,Inhibitor
600,Tiotropium Bromide,Substrate
601,Tolperisone,Substrate
602,Tolterodine,Substrate
603,Tramadol,"Inhibitor,Substrate"
604,Trifluperidol,Substrate
605,Trimipramine,Substrate
606,Tripelennamine,Inhibitor
607,Triprolidine,Inhibitor
608,Tropisetron,"Substrate,Inhibitor"
609,Venlafaxine,"Inhibitor,Substrate"
610,Vernakalant,Substrate
611,Vinblastine,"Substrate,Inhibitor"
612,Vinorelbine,"Substrate,Inhibitor"
613,Yohimbin,"Inhibitor,Substrate"
614,Zotepine,Substrate
615,Zuclopenthixol,Substrate
616,Sodium Sulfate,Inducer
617,Thiamine (vit B1),Inducer
618,Copper Sulfate,"Substrate,Inhibitor"
619,Desoxycortone,Substrate
620,Spironolactone,"Inducer,Inhibitor"
621,Acriflavinium Chloride,Inducer
622,Arsenic Trioxide,Inhibitor
623,Biotin,Inducer
624,Daunorubicin,Inhibitor
625,Diosmectite,Inhibitor
626,Doxycycline,Inhibitor
627,Flutamide,"Inhibitor,Substrate"
628,Metharbital,Inducer
629,Mitobronitol,Inducer
630,Oxolamine,Inducer
631,Procarbazine,Substrate
632,Salicylamide,Inhibitor
633,Tryptophan,Inducer
634,Pemetrexed,Substrate
635,Sulfasalazine,Inhibitor
636,Methoxsalen,Inhibitor
637,Hydroxybutyric Acid,Substrate
638,Milchsäure,Substrate
639,Niflumic Acid,Inhibitor
640,Aminohippuric Acid,Substrate
641,Amoxicillin,"Substrate,Inhibitor"
642,Cefaclor,Inhibitor
643,Cefazolin,Substrate
644,Cidofovir,Substrate
645,Famotidine,Substrate
646,Fluorescein,Substrate
647,Lumiracoxib,Inhibitor
648,Meropenem,Substrate
649,Mycophenolic Acid,Substrate
650,Piroxicam,Inhibitor
651,Probenecid,Inhibitor
652,Aciclovir,Substrate
653,Azithromycin,Substrate
654,Benzbromarone,Substrate
655,Benzylpenicillin,Inducer
656,Enoxolone,Inhibitor
657,Eprosartan,Inducer
658,Etodolac,Inhibitor
659,Fluorouracil,Substrate
660,Gentamicin,Inducer
661,Glibenclamide,Inhibitor
662,Grepafloxacin,Substrate
663,Midecamycin,Inhibitor
664,Montelukast,Inhibitor
665,Octreotide,Substrate
666,Phenolphthalein,Substrate
667,Sulfinpyrazon,"Substrate,Inhibitor"
668,Talinolol,Substrate
669,Valsartan,Substrate
670,Bumetanide,Inhibitor
671,Kanamycin,Inhibitor
672,Lithium,Inducer
673,Methoxamine,Inducer
674,Nitroprusside,Inhibitor
675,Oxygen,Inducer
676,Oxytocin,Inducer
677,Potassium Chloride,Substrate
678,Aminolevulinic Acid,Substrate
679,Cefadroxil,Substrate
680,Fosinopril,Substrate
681,Quinapril,Inhibitor
682,Valaciclovir,Substrate
683,Valganciclovir,Inhibitor
684,Aprobarbital,Inducer
685,Clonazepam,"Inducer,Inhibitor"
686,Clopidogrel,"Inhibitor,Substrate"
687,Esketamine,Substrate
688,Flunitrazepam,Substrate
689,Fosphenytoin,Inhibitor
690,Ketamine,Substrate
691,Ketobemidone,Substrate
692,Levoverbenone,Substrate
693,Malathion,Substrate
694,Methylphenobarbital,Substrate
695,Modafinil,"Inducer,Inhibitor"
696,Permethrin,"Inducer,Substrate"
697,Pethidine,Substrate
698,Primidone,Inducer
699,Roxithromycin,Inhibitor
700,Temazepam,Substrate
701,Trofosfamide,Substrate
702,Acetylcarnitine,Substrate
703,Cefepime,Inhibitor
704,Fenofibrate,Inhibitor
705,Ergoloid Mesylates,Inhibitor
706,Reserpine,"Inhibitor,Substrate"
707,Sodium Bicarbonate,Substrate
708,Hydroxyprogesterone,Substrate
709,Alfacalcidol,Substrate
710,Ebastine,Substrate
711,Oxypertine,Inducer
712,Desmopressin,Inducer
713,Hydrochlorothiazide,Inducer
714,Vasopressin,Inducer
715,Aminomethylbenzoic Acid,Inhibitor
716,Cefixime,Substrate
717,Cefradine,"Inhibitor,Substrate"
718,Ceftibuten,Substrate
719,Didanosine,Substrate
720,Nitrogen,Substrate
721,Oseltamivir,Substrate
722,Sulpiride,Substrate
723,Candesartan,Inhibitor
724,Pranlukast,Inhibitor
725,Calcifediol,Substrate
726,Teriparatide,Inhibitor
727,Amiloride,Inhibitor
728,Lamivudine,Substrate
729,Pramipexole,Substrate
730,Prazosin,Inhibitor
731,Ganciclovir,Substrate
732,Levoglutamide,"Substrate,Inducer"
733,Beclometasone,Inducer
734,Cyclobarbital,Inducer
735,Dutasteride,Substrate
736,Losartan,Substrate
737,Nimodipine,Substrate
738,Oxcarbazepine,Inducer
739,Prednisolone,"Substrate,Inducer"
740,Teniposide,Substrate
741,Vardenafil,Substrate
742,Zonisamide,Substrate
743,Bromides,Substrate
744,Chlorcyclizine,Substrate
745,Dipyridamole,Inhibitor
746,Epirubicin,Inducer
747,G-strophanthin,Inducer
748,Ivermectin,"Substrate,Inhibitor"
749,Adinazolam,Substrate
750,Carisoprodol,Substrate
751,Chloramphenicol,"Inhibitor,Substrate"
752,Chlormadinone,Inhibitor
753,Chlorpropamide,Substrate
754,Desogestrel,Substrate
755,Dronabinol,Substrate
756,Esomeprazole,Substrate
757,Ethotoin,Inhibitor
758,Etizolam,Substrate
759,Fosamprenavir,Inhibitor
760,Gliclazide,Inhibitor
761,Glipizide,Substrate
762,Hexobarbital,Substrate
763,Lafutidine,Inhibitor
764,Lynestrenol,"Inducer,Substrate"
765,Mesuximide,"Inhibitor,Substrate"
766,Nilutamide,"Inhibitor,Substrate"
767,Nordazepam,Substrate
768,Noscapine,Inhibitor
769,Pentobarbital,Substrate
770,Phensuximide,Inhibitor
771,Podophyllotoxin,Substrate
772,Promazine,Substrate
773,Quazepam,Substrate
774,Rabeprazole,"Inhibitor,Substrate"
775,Seratrodast,"Inhibitor,Substrate"
776,Telmisartan,Inhibitor
777,Topiramate,Inhibitor
778,Valdecoxib,Inhibitor
779,Voriconazole,"Inhibitor,Substrate"
780,Zidovudine,Substrate
781,Amobarbital,Inducer
782,Artesunate,Substrate
783,Indigo Carmine,Inhibitor
784,Medifoxamine,Substrate
785,Nicotinyl Alcohol (pyridylcarbinol),Substrate
786,Arbekacin,Substrate
787,Bergapten,Inhibitor
788,Bromocriptine,Inhibitor
789,Carbachol,Inhibitor
790,Dihydralazine,Substrate
791,Iproniazide,Inhibitor
792,Lindane,Inducer
793,Netilmicin,Substrate
794,Oxedrine,Inhibitor
795,Sulfamethoxazole,Substrate
796,Sulfapyridine,Substrate
797,Sultiame,Inducer
798,Tobramycin,Substrate
799,Aceclofenac,Substrate
800,Acenocoumarol,"Inhibitor,Substrate"
801,Adefovir Dipivoxil,Inhibitor
802,Atovaquone,Inhibitor
803,Azapropazone,Inhibitor
804,Bexarotene,Substrate
805,Capecitabine,Inhibitor
806,Clevidipine,Inhibitor
807,Cyamemazine,Substrate
808,Cyclizine,Inhibitor
809,Dexibuprofen,Inhibitor
810,Diclofenamide,Inducer
811,Epoprostenol,Substrate
812,Flurbiprofen,"Inhibitor,Substrate"
813,Glimepiride,Substrate
814,Griseofulvin,Inducer
815,Leflunomide,"Inhibitor,Substrate"
816,Lornoxicam,"Inhibitor,Substrate"
817,Medroxyprogesterone,Inhibitor
818,Mefenamic Acid,"Substrate,Inhibitor"
819,Meloxicam,"Inhibitor,Substrate"
820,Metronidazole,"Inhibitor,Substrate"
821,Nimesulide,"Inhibitor,Substrate"
822,Oxaprozin,Substrate
823,Phenprocoumon,Substrate
824,Phenylbutazone,"Inhibitor,Substrate"
825,Propanol,Inhibitor
826,Secobarbital,Inducer
827,Sulfadimethoxine,Inhibitor
828,Sulfadimidine,Inhibitor
829,Sulfafurazole,"Substrate,Inhibitor"
830,Sulfamethizole,Inhibitor
831,Sulfamethoxazole And Trimethoprim,"Inhibitor,Substrate"
832,Sulfamoxole,Inhibitor
833,Suprofen,"Inhibitor,Substrate"
834,Tenoxicam,Substrate
835,Ximelagatran,Substrate
836,Meglutol,Inhibitor
837,Sertaconazole,Inhibitor
838,Terconazole,Inhibitor
839,Tenidap,Inhibitor
840,Aminosalicylic Acid,Substrate
841,Cefaloridine,Substrate
842,Mometasone,Inhibitor
843,Naloxone,Substrate
844,Repaglinide,Substrate
845,Tazarotene,Substrate
846,Latanoprost,"Inhibitor,Substrate"
847,Benazepril,Inhibitor
848,Cefotiam,Substrate
849,Chlorothiazide,Substrate
850,Gatifloxacin,Inhibitor
