"","StaticF: fold0","StaticF: fold1","StaticF: fold2","SemiF: fold0","SemiF: fold1","SemiF: fold2","ECFP6: fold0","ECFP6: fold1","ECFP6: fold2","DFS8: fold0","DFS8: fold1","DFS8: fold2","ECFP6+ToxF: fold0","ECFP6+ToxF: fold1","ECFP6+ToxF: fold2"
"CHEMBL2363263",0.398148148148148,0.611570247933884,0.543956043956044,0.564814814814815,0.669421487603306,0.582417582417582,0.657407407407407,0.677685950413223,0.510989010989011,0.657407407407407,0.570247933884298,0.631868131868132,0.694444444444444,0.644628099173554,0.582417582417582
"CHEMBL2363552",0.578231292517007,0.87012987012987,0.71900826446281,0.612244897959184,0.896103896103896,0.834710743801653,0.714285714285714,0.896103896103896,0.760330578512397,0.741496598639456,0.779220779220779,0.677685950413223,0.700680272108843,0.987012987012987,0.727272727272727
"CHEMBL2363168",0.648888888888889,0.73,0.767857142857143,0.768888888888889,0.85,0.866071428571428,0.675555555555555,0.715,0.6875,0.448888888888889,0.675,0.696428571428571,0.657777777777778,0.87,0.714285714285714
"CHEMBL3214806",0.571428571428571,0.588235294117647,0.625,0.8,0.661764705882353,0.78,0.914285714285714,0.897058823529412,0.94,0.7,0.889705882352941,0.89,0.914285714285714,0.794117647058824,0.92
"CHEMBL1794455",0.944862155388471,0.819047619047619,0.973262032085561,0.942355889724311,0.971428571428572,0.951871657754011,0.897243107769424,0.980952380952381,0.941176470588235,0.949874686716792,0.952380952380952,0.925133689839572,0.934837092731829,0.971428571428571,0.946524064171123
"CHEMBL1613998",0.620689655172414,0.426470588235294,0.658163265306122,0.737931034482759,0.788235294117647,0.627551020408163,0.758620689655172,0.417647058823529,0.51530612244898,0.675862068965517,0.705882352941176,0.729591836734694,0.744827586206897,0.588235294117647,0.474489795918367
"CHEMBL1614056",0.7325,0.496031746031746,0.891666666666667,0.92,0.619047619047619,0.966666666666667,0.79,0.682539682539683,0.855555555555556,0.935,0.571428571428571,0.961111111111111,0.87,0.738095238095238,0.866666666666667
"CHEMBL1613903",0.545112781954887,0.423529411764706,0.445238095238095,0.620300751879699,0.435294117647059,0.611904761904762,0.620300751879699,0.376470588235294,0.571428571428571,0.601503759398496,0.576470588235294,0.571428571428572,0.593984962406015,0.505882352941176,0.621428571428571
"CHEMBL2363184",0.513888888888889,0.532407407407407,0.6,0.583333333333333,0.587962962962963,0.833333333333333,0.625,0.574074074074074,0.9,0.465277777777778,0.462962962962963,0.616666666666667,0.638888888888889,0.550925925925926,0.925
"CHEMBL1738619",0.574074074074074,0.571428571428571,0.477011494252874,0.685185185185185,0.658730158730159,0.793103448275862,0.740740740740741,0.69047619047619,0.609195402298851,0.62962962962963,0.75,0.689655172413793,0.740740740740741,0.611111111111111,0.637931034482759
"CHEMBL2363227",0.544444444444445,0.578512396694215,0.580246913580247,0.788888888888889,0.607438016528926,0.777777777777778,0.772222222222222,0.512396694214876,0.746913580246914,0.655555555555556,0.466942148760331,0.709876543209876,0.755555555555556,0.56198347107438,0.790123456790123
"CHEMBL1738514",0.626373626373626,0.561818181818182,0.599033816425121,0.571428571428572,0.578181818181818,0.739130434782609,0.521978021978022,0.407272727272727,0.516908212560387,0.642857142857143,0.450909090909091,0.560386473429952,0.483516483516484,0.432727272727273,0.458937198067633
"CHEMBL2114927",0.0645161290322581,0.527173913043478,0.302083333333333,0.193548387096774,0.657608695652174,0.517361111111111,0.451612903225806,0.559782608695652,0.59375,0.225806451612903,0.505434782608696,0.829861111111111,0.419354838709677,0.684782608695652,0.552083333333333
"CHEMBL763093",0.81140350877193,0.662004662004662,0.928571428571429,0.903508771929824,0.792540792540792,1,0.785087719298246,0.687645687645688,0.857142857142857,0.855263157894737,0.662004662004662,0.904761904761905,0.837719298245614,0.608391608391608,0.952380952380952
"CHEMBL1614525",0.645454545454546,0.755208333333333,0.587962962962963,0.731818181818182,0.666666666666667,0.796296296296296,0.652272727272727,0.609375,0.865740740740741,0.668181818181818,0.671875,0.726851851851852,0.693181818181818,0.630208333333333,0.810185185185185
"CHEMBL2114803",0.875,0.818518518518518,0.765625,0.894444444444444,0.859259259259259,0.822916666666667,0.872222222222222,0.87037037037037,0.822916666666667,0.777777777777778,0.796296296296296,0.833333333333333,0.855555555555556,0.903703703703704,0.817708333333333
"CHEMBL1613775",0.84045584045584,0.760204081632653,0.766666666666667,0.94017094017094,0.913265306122449,0.853333333333333,0.886039886039886,0.938775510204082,0.856666666666667,0.911680911680912,0.923469387755102,0.876666666666667,0.866096866096866,0.857142857142857,0.866666666666667
"CHEMBL1614373",0.342948717948718,0.375,0.458333333333333,0.576923076923077,0.5625,0.488636363636364,0.516025641025641,0.625,0.503787878787879,0.55448717948718,0.729166666666667,0.496212121212121,0.580128205128205,0.641666666666667,0.549242424242424
"CHEMBL1614070",0.769230769230769,0.333333333333333,0.75,0.730769230769231,0.888888888888889,0.5,0.384615384615385,1,0.75,0.5,0.777777777777778,0.666666666666667,0.538461538461539,0.222222222222222,1
"CHEMBL1026934",1,0.979591836734694,1,0.975308641975309,0.979591836734694,1,1,0.979591836734694,1,1,0.989795918367347,0.96,0.987654320987654,0.959183673469388,0.96
"CHEMBL1026933",0.942857142857143,1,0.9,0.914285714285714,1,0.95,0.857142857142857,1,0.9,1,1,0.95,0.942857142857143,1,1
"CHEMBL2363723",0.529411764705882,0.666666666666667,0.68,0.613445378151261,0.616161616161616,0.84,0.789915966386554,0.611111111111111,0.746666666666667,0.596638655462185,0.616161616161616,0.766666666666667,0.80672268907563,0.646464646464647,0.793333333333333
"CHEMBL864855",0.833333333333333,0.333333333333333,0.344907407407407,0.666666666666667,0.333333333333333,0.56712962962963,0.583333333333333,0.666666666666667,0.636574074074074,1,0.333333333333333,0.671296296296296,0.583333333333333,0.666666666666667,0.268518518518518
"CHEMBL772766",0.791666666666667,0.476190476190476,0.488888888888889,0.802083333333333,0.425595238095238,0.777777777777778,0.854166666666667,0.735119047619048,0.6,0.666666666666667,0.586309523809524,0.466666666666667,0.791666666666667,0.666666666666667,0.666666666666667
"CHEMBL806152",0.909090909090909,0.938461538461538,0.9,0.863636363636364,0.915384615384615,0.933333333333333,0.863636363636364,0.953846153846154,0.8,0.772727272727273,0.946153846153846,0.733333333333333,0.863636363636364,0.961538461538461,0.816666666666667
"CHEMBL1613812",0.720930232558139,0.8125,0.6875,0.930232558139535,0.416666666666667,0.9375,0.953488372093023,0.583333333333333,0.625,0.930232558139535,0.791666666666667,0.9375,0.976744186046512,0.666666666666667,0.6875
"CHEMBL2363265",0.594444444444444,0.735537190082645,0.631868131868132,0.927777777777778,0.690082644628099,0.763736263736264,0.788888888888889,0.710743801652893,0.582417582417582,0.822222222222222,0.553719008264463,0.692307692307692,0.788888888888889,0.590909090909091,0.620879120879121
"CHEMBL1024480",0.777777777777778,1,0.48,0.222222222222222,0.777777777777778,0.466666666666667,0.777777777777778,0,0.6,0.888888888888889,0.777777777777778,0.28,0.777777777777778,0.111111111111111,0.44
"CHEMBL2363541",0.494444444444444,0.445887445887446,0.535714285714286,0.677777777777778,0.571428571428571,0.615079365079365,0.783333333333333,0.658008658008658,0.551587301587302,0.572222222222222,0.45021645021645,0.527777777777778,0.816666666666667,0.575757575757576,0.53968253968254
"CHEMBL1614177",0.392857142857143,0.828571428571429,0.942528735632184,0.535714285714286,0.971428571428571,0.839080459770115,0.714285714285714,0.857142857142857,0.67816091954023,0.535714285714286,1,0.977011494252874,0.571428571428571,0.971428571428571,0.850574712643678
"CHEMBL1804798",0.941176470588235,0.94047619047619,0.945454545454545,0.882352941176471,0.94047619047619,0.9,0.980392156862745,0.928571428571429,0.918181818181818,0.92156862745098,0.952380952380952,0.845454545454545,0.980392156862745,0.916666666666667,0.977272727272727
"CHEMBL3111191",0.462962962962963,0.321818181818182,0.4,0.638888888888889,0.532727272727273,0.2,0.37962962962963,0.352727272727273,0,0.462962962962963,0.372727272727273,0,0.361111111111111,0.285454545454545,0
"CHEMBL1031359",0.8,0.666666666666667,1,0.2,0.666666666666667,1,1,0.5,1,0.975,0.5,0.77,0.975,0.5,1
"CHEMBL2363544",0.692307692307692,0.384615384615385,0.575892857142857,0.647058823529412,0.513986013986014,0.553571428571429,0.705882352941177,0.374125874125874,0.4375,0.570135746606335,0.363636363636364,0.584821428571428,0.6289592760181,0.391608391608392,0.482142857142857
"CHEMBL2363339",0.685714285714286,0.638888888888889,0.569444444444444,0.628571428571429,0.677777777777778,0.736111111111111,0.8,0.788888888888889,0.729166666666667,0.578571428571429,0.538888888888889,0.736111111111111,0.785714285714286,0.727777777777778,0.715277777777778
"CHEMBL2363169",0.676136363636364,0.775,0.478632478632479,0.704545454545455,0.875,0.794871794871795,0.761363636363636,0.8,0.837606837606838,0.471590909090909,0.8,0.641025641025641,0.710227272727273,0.770833333333333,0.82051282051282
"CHEMBL2363165",0.632352941176471,0.625,0.5,0.774509803921569,0.852941176470588,0.871794871794872,0.642156862745098,0.786764705882353,0.5,0.53921568627451,0.654411764705882,0.730769230769231,0.705882352941176,0.727941176470588,0.474358974358974
"CHEMBL1738313",0.652380952380952,0.55952380952381,0.630434782608696,0.842857142857143,0.642857142857143,0.722408026755853,0.723809523809524,0.556547619047619,0.57190635451505,0.842857142857143,0.654761904761905,0.698996655518395,0.714285714285714,0.705357142857143,0.565217391304348
"CHEMBL2363531",0.612121212121212,0.570247933884298,0.666666666666667,0.642424242424242,0.512396694214876,0.736111111111111,0.684848484848485,0.65702479338843,0.694444444444444,0.56969696969697,0.396694214876033,0.770833333333333,0.660606060606061,0.599173553719008,0.729166666666667
"CHEMBL2363621",0.595959595959596,0.607142857142857,0.714285714285714,0.565656565656566,0.632142857142857,0.726190476190476,0.707070707070707,0.607142857142857,0.726190476190476,0.580808080808081,0.596428571428571,0.694444444444444,0.671717171717172,0.614285714285714,0.682539682539683
"CHEMBL1614265",0.775735294117647,0.795454545454545,0.852272727272727,0.463235294117647,0.825757575757576,0.664772727272727,0.75,0.696969696969697,0.704545454545455,0.463235294117647,0.590909090909091,0.835227272727273,0.602941176470588,0.78030303030303,0.767045454545455
"CHEMBL1738092",0.291666666666667,0.387755102040816,0.703703703703704,0.677083333333333,0.518367346938776,0.437037037037037,0.4375,0.497959183673469,0.444444444444444,0.708333333333333,0.595918367346939,0.8,0.447916666666667,0.457142857142857,0.437037037037037
"CHEMBL1614380",0.823529411764706,0.773076923076923,0.774603174603175,0.92156862745098,0.923076923076923,0.80952380952381,0.92156862745098,0.969230769230769,0.879365079365079,0.843137254901961,0.796153846153846,0.825396825396825,0.843137254901961,0.888461538461538,0.863492063492063
"CHEMBL2363420",0.697115384615385,0.633333333333333,0.6125,0.947115384615385,0.754166666666667,0.808333333333333,0.706730769230769,0.645833333333333,0.666666666666667,0.754807692307692,0.683333333333333,0.729166666666667,0.711538461538462,0.6125,0.675
"CHEMBL2354307",0.550943396226415,0.601449275362319,0.767676767676768,0.658490566037736,0.594202898550725,0.595959595959596,0.549056603773585,0.695652173913044,0.353535353535354,0.364150943396226,0.594202898550725,0.424242424242424,0.552830188679245,0.536231884057971,0.313131313131313
"CHEMBL2363375",0.569230769230769,0.527472527472527,0.738461538461539,0.669230769230769,0.527472527472527,0.8,0.607692307692308,0.483516483516484,0.692307692307692,0.584615384615385,0.510989010989011,0.8,0.538461538461538,0.620879120879121,0.723076923076923
"CHEMBL1738423",0.504166666666667,0.714795008912656,0.75,0.6125,0.606060606060606,0.615384615384615,0.6125,0.554367201426025,0.375,0.804166666666667,0.588235294117647,0.586538461538462,0.5125,0.61319073083779,0.326923076923077
"CHEMBL3214828",0.645484949832776,0.754385964912281,0.941818181818182,0.725752508361204,0.81203007518797,0.949090909090909,0.749163879598662,0.854636591478697,0.876363636363636,0.836120401337793,0.621553884711779,0.863636363636364,0.846153846153846,0.80952380952381,0.887272727272727
"CHEMBL2114883",0.728632478632479,0.509868421052632,0.624434389140271,0.790598290598291,0.542763157894737,0.64027149321267,0.534188034188034,0.470394736842105,0.515837104072398,0.700854700854701,0.453947368421053,0.595022624434389,0.636752136752137,0.490131578947368,0.588235294117647
"CHEMBL1614408",0.770833333333333,0.696428571428571,0.558823529411765,0.569444444444444,0.571428571428571,0.638655462184874,0.572916666666667,0.495238095238095,0.483193277310924,0.534722222222222,0.573809523809524,0.483193277310924,0.611111111111111,0.538095238095238,0.5
"CHEMBL872182",0.986111111111111,0.979166666666667,0.963800904977376,0.972222222222222,0.994791666666667,0.943438914027149,0.986111111111111,0.96875,0.925339366515837,0.972222222222222,0.958333333333333,0.782805429864253,0.972222222222222,0.96875,0.925339366515837
"CHEMBL2363299",0.666666666666667,0.689075630252101,0.460606060606061,0.898989898989899,0.659663865546218,0.739393939393939,0.595959595959596,0.638655462184874,0.690909090909091,0.626262626262626,0.596638655462185,0.696969696969697,0.631313131313131,0.588235294117647,0.6
"CHEMBL1820680",0.866666666666667,0.603174603174603,0.8,0.733333333333333,0.531746031746032,1,0.666666666666667,0.674603174603175,0.8,0.8,0.58531746031746,0.6,0.8,0.55952380952381,0.8
"CHEMBL663474",0.782089552238806,1,1,0.865671641791045,1,0.666666666666667,0.847761194029851,1,1,0.795522388059702,1,0.666666666666667,0.828358208955224,1,1
"CHEMBL2363268",0.631372549019608,0.678929765886288,0.674107142857143,0.698039215686274,0.732441471571906,0.674107142857143,0.690196078431373,0.789297658862876,0.602678571428571,0.701960784313725,0.719063545150502,0.696428571428572,0.662745098039216,0.698996655518395,0.65625
"CHEMBL2363393",0.583333333333333,0.576666666666667,0.588235294117647,0.729166666666667,0.643333333333333,0.676470588235294,0.770833333333333,0.646666666666667,0.647058823529412,0.638888888888889,0.5,0.612745098039216,0.722222222222222,0.633333333333333,0.637254901960784
"CHEMBL1737862",0.754385964912281,0.984042553191489,0.884444444444444,0.91812865497076,0.973404255319149,0.871111111111111,0.807017543859649,0.984042553191489,0.866666666666667,0.883040935672515,0.978723404255319,0.822222222222222,0.865497076023392,0.930851063829787,0.928888888888889
"CHEMBL2363642",0.56969696969697,0.519230769230769,0.644444444444444,0.715151515151515,0.653846153846154,0.773333333333333,0.678787878787879,0.669230769230769,0.644444444444444,0.539393939393939,0.584615384615385,0.755555555555556,0.696969696969697,0.665384615384615,0.711111111111111
"CHEMBL3215144",0.270967741935484,0.524074074074074,0.664516129032258,0.558064516129032,0.768518518518518,0.761290322580645,0.532258064516129,0.838888888888889,0.870967741935484,0.480645161290323,0.587037037037037,0.780645161290323,0.532258064516129,0.768518518518518,0.716129032258064
"CHEMBL2363467",0.607954545454545,0.855555555555556,0.647959183673469,0.693181818181818,0.983333333333333,0.816326530612245,0.772727272727273,0.938888888888889,0.826530612244898,0.585227272727273,0.872222222222222,0.510204081632653,0.744318181818182,0.977777777777778,0.811224489795918
"CHEMBL2363174",0.587719298245614,0.550173010380623,0.579185520361991,0.653508771929825,0.619377162629758,0.764705882352941,0.701754385964912,0.653979238754325,0.719457013574661,0.530701754385965,0.546712802768166,0.556561085972851,0.745614035087719,0.660899653979239,0.665158371040724
"CHEMBL1614417",0.751028806584362,0.467836257309941,0.397435897435897,0.522633744855967,0.543859649122807,0.435897435897436,0.744855967078189,0.567251461988304,0.670940170940171,0.683127572016461,0.535087719298246,0.487179487179487,0.728395061728395,0.43859649122807,0.688034188034188
"CHEMBL1614539",0.644736842105263,0.736842105263158,0.675,0.491228070175439,0.618421052631579,0.65,0.43859649122807,0.493421052631579,0.75,0.552631578947368,0.618421052631579,0.55,0.605263157894737,0.585526315789474,0.8625
"CHEMBL1738684",0.712962962962963,0.852941176470588,0.639784946236559,0.660493827160494,0.764705882352941,0.774193548387097,0.851851851851852,0.632352941176471,0.811827956989247,0.833333333333333,0.529411764705882,0.779569892473118,0.839506172839506,0.485294117647059,0.82258064516129
"CHEMBL3214981",0.673469387755102,0.9296875,0.71078431372549,0.612244897959184,0.71875,0.862745098039216,0.706122448979592,0.65625,0.823529411764706,0.640816326530612,0.625,0.725490196078431,0.746938775510204,0.84375,0.666666666666667
"CHEMBL2363321",0.490683229813665,0.607142857142857,0.681159420289855,0.608695652173913,0.757142857142857,0.743961352657005,0.540372670807453,0.7,0.714975845410628,0.639751552795031,0.392857142857143,0.632850241545894,0.540372670807453,0.578571428571429,0.714975845410628
"CHEMBL3111197",0.358870967741935,0.413333333333333,1,0.580645161290323,0.553333333333333,0,0.451612903225806,0.396666666666667,0.2,0.524193548387097,0.49,0,0.330645161290323,0.506666666666667,0.4
"CHEMBL2114718",0.45,0.414473684210526,0.388461538461538,0.233333333333333,0.460526315789474,0.523076923076923,0.422222222222222,0.536184210526316,0.653846153846154,0.377777777777778,0.5625,0.484615384615385,0.455555555555556,0.427631578947368,0.646153846153846
"CHEMBL1963857",0.818713450292398,0.915024630541872,0.590909090909091,0.976608187134503,0.958128078817734,0.787878787878788,0.906432748538012,0.913793103448276,0.752525252525253,0.947368421052632,0.758620689655172,0.823232323232323,0.921052631578947,0.864532019704433,0.742424242424242
"CHEMBL2363453",0.6625,0.636363636363636,0.6125,0.675,0.754545454545455,0.8,0.73125,0.65,0.66875,0.6125,0.572727272727273,0.75625,0.73125,0.663636363636364,0.73125
"CHEMBL2363176",0.515873015873016,0.555921052631579,0.625668449197861,0.619047619047619,0.483552631578947,0.72192513368984,0.658730158730159,0.628289473684211,0.737967914438503,0.515873015873016,0.519736842105263,0.647058823529412,0.634920634920635,0.569078947368421,0.716577540106952
"CHEMBL1963849",0.69047619047619,0.719387755102041,0.672839506172839,0.452380952380952,0.752551020408163,0.583333333333333,0.595238095238095,0.75,0.601851851851852,0.857142857142857,0.75,0.552469135802469,0.547619047619048,0.76530612244898,0.580246913580247
"CHEMBL1614210",0.515789473684211,0.44375,0.541062801932367,0.607017543859649,0.585,0.584541062801932,0.505263157894737,0.41375,0.497584541062802,0.53859649122807,0.5425,0.6256038647343,0.564912280701754,0.43125,0.449275362318841
"CHEMBL2354260",0.528428093645485,0.444444444444444,0.603896103896104,0.505016722408027,0.416666666666667,0.516233766233766,0.635451505016722,0.503968253968254,0.685064935064935,0.59866220735786,0.448412698412698,0.574675324675325,0.59866220735786,0.361111111111111,0.756493506493507
"CHEMBL2363449",0.6,0.645161290322581,0.519230769230769,0.446666666666667,0.903225806451613,0.82051282051282,0.64,0.774193548387097,0.705128205128205,0.48,0.72258064516129,0.794871794871795,0.646666666666667,0.845161290322581,0.807692307692308
"CHEMBL1614482",0.860248447204969,0.54,0.711309523809524,0.908385093167702,0.792,0.851190476190476,0.944099378881988,0.756,0.696428571428571,0.874223602484472,0.748,0.803571428571428,0.956521739130435,0.784,0.672619047619048
"CHEMBL1614220",0.663201663201663,0.700231481481482,0.66304347826087,0.681912681912682,0.615740740740741,0.773913043478261,0.613305613305613,0.738425925925926,0.756521739130435,0.758835758835759,0.731481481481481,0.873913043478261,0.717255717255717,0.655092592592593,0.795652173913044
"CHEMBL2114914",0.565217391304348,0.611111111111111,0.590909090909091,0.75,0.826388888888889,0.787878787878788,0.559782608695652,0.765625,0.772727272727273,0.641304347826087,0.550347222222222,0.48989898989899,0.576086956521739,0.684027777777778,0.722222222222222
"CHEMBL2363438",0.56640625,0.524886877828054,0.742857142857143,0.57421875,0.515837104072398,0.771428571428571,0.703125,0.687782805429864,0.680952380952381,0.58984375,0.520361990950226,0.771428571428571,0.6484375,0.633484162895928,0.695238095238095
"CHEMBL1613956",0.361111111111111,0.517826825127335,0.469155844155844,0.515873015873016,0.735144312393888,0.655844155844156,0.404761904761905,0.792869269949066,0.577922077922078,0.551587301587302,0.65365025466893,0.642857142857143,0.325396825396825,0.743633276740238,0.581168831168831
"CHEMBL1613806",0.87,0.57843137254902,0.598214285714286,0.916923076923077,0.787581699346405,0.803571428571428,0.923076923076923,0.709150326797386,0.791666666666667,0.924615384615385,0.741830065359477,0.797619047619048,0.9,0.712418300653595,0.714285714285714
"CHEMBL1614450",0.713541666666667,0.405092592592593,0.351851851851852,0.59375,0.666666666666667,0.481481481481481,0.5625,0.476851851851852,0.518518518518518,0.635416666666667,0.43287037037037,0.277777777777778,0.572916666666667,0.287037037037037,0.537037037037037
"CHEMBL1167052",0.620779220779221,1,0.833333333333333,0.866883116883117,1,1,0.768181818181818,1,1,0.905194805194805,1,1,0.747402597402597,1,1
"CHEMBL1002712",0.965277777777778,0.898550724637681,1,0.972222222222222,0.869565217391304,0.997435897435897,0.9375,0.847826086956522,1,0.951388888888889,0.898550724637681,0.994871794871795,0.993055555555556,0.847826086956522,1
"CHEMBL3111194",0.247058823529412,0.445175438596491,1,0.417647058823529,0.547149122807018,1,0.294117647058824,0.362938596491228,1,0.323529411764706,0.604166666666667,1,0.323529411764706,0.580043859649123,1
"CHEMBL1613859",0.736607142857143,0.659420289855073,0.58695652173913,0.830357142857143,0.789855072463768,0.91304347826087,0.8125,0.706521739130435,0.521739130434783,0.785714285714286,0.570652173913043,0.597826086956522,0.678571428571429,0.648550724637681,0.576086956521739
"CHEMBL2363146",0.507246376811594,0.541666666666667,0.639285714285714,0.63768115942029,0.587962962962963,0.692857142857143,0.743961352657005,0.587962962962963,0.546428571428571,0.695652173913044,0.384259259259259,0.603571428571429,0.748792270531401,0.643518518518519,0.564285714285714
"CHEMBL2363395",0.557823129251701,0.644444444444444,0.68421052631579,0.551020408163265,0.586666666666667,0.76555023923445,0.741496598639456,0.706666666666667,0.76555023923445,0.408163265306122,0.568888888888889,0.684210526315789,0.687074829931973,0.608888888888889,0.717703349282297
"CHEMBL938648",0.953703703703704,0.682692307692308,0.777777777777778,0.777777777777778,0.717948717948718,0.703703703703704,0.700617283950617,0.788461538461538,0.703703703703704,0.780864197530864,0.743589743589744,0.777777777777778,0.641975308641975,0.583333333333333,0.851851851851852
"CHEMBL1613980",0.577235772357724,0.473484848484849,0.533333333333333,0.569105691056911,0.674242424242424,0.283333333333333,0.609756097560976,0.444444444444444,0.866666666666667,0.642276422764228,0.545454545454545,0.466666666666667,0.646341463414634,0.46969696969697,0.466666666666667
"CHEMBL2363581",0.59469696969697,0.824561403508772,0.708333333333333,0.613636363636364,0.864035087719298,0.842592592592593,0.625,0.798245614035088,0.773148148148148,0.571969696969697,0.75,0.689814814814815,0.632575757575758,0.81140350877193,0.777777777777778
"CHEMBL3215132",0.702702702702703,0.58125,0.736559139784946,0.617117117117117,0.734375,0.682795698924731,0.481981981981982,0.759375,0.672043010752688,0.572072072072072,0.859375,0.712365591397849,0.490990990990991,0.746875,0.612903225806452
"CHEMBL1614267",0.623809523809524,0.606481481481482,0.667355371900826,0.610714285714286,0.712962962962963,0.636363636363636,0.582142857142857,0.699074074074074,0.632231404958678,0.515476190476191,0.75462962962963,0.690082644628099,0.579761904761905,0.638888888888889,0.636363636363636
"CHEMBL2363277",0.477678571428571,0.72875816993464,0.695238095238095,0.4375,0.777777777777778,0.728571428571429,0.65625,0.699346405228758,0.761904761904762,0.584821428571429,0.562091503267974,0.628571428571429,0.6875,0.660130718954248,0.685714285714286
"CHEMBL3111192",0.564285714285714,0.576271186440678,1,0.65,0.598870056497175,0.8,0.578571428571429,0.412429378531073,0.4,0.728571428571429,0.525423728813559,0.2,0.457142857142857,0.240112994350282,0.2
"CHEMBL3111198",0.375,0.498774509803922,0.666666666666667,0.580645161290323,0.611519607843137,0.555555555555556,0.713709677419355,0.419117647058823,0.666666666666667,0.850806451612903,0.644607843137255,0.777777777777778,0.588709677419355,0.433823529411765,0.888888888888889
"CHEMBL2363153",0.598639455782313,0.613333333333333,0.760233918128655,0.82312925170068,0.483333333333333,0.83625730994152,0.714285714285714,0.563333333333333,0.719298245614035,0.687074829931973,0.506666666666667,0.783625730994152,0.707482993197279,0.563333333333333,0.789473684210526
"CHEMBL2363197",0.675925925925926,0.601190476190476,0.596590909090909,0.768518518518519,0.56547619047619,0.761363636363636,0.657407407407407,0.553571428571429,0.721590909090909,0.476851851851852,0.398809523809524,0.670454545454545,0.689814814814815,0.607142857142857,0.607954545454545
"CHEMBL2363371",0.493421052631579,0.495833333333333,0.545,0.671052631578947,0.620833333333333,0.775,0.763157894736842,0.6,0.58,0.434210526315789,0.425,0.855,0.763157894736842,0.445833333333333,0.655
"CHEMBL2363734",0.550505050505051,0.670940170940171,0.547058823529412,0.777777777777778,0.662393162393162,0.764705882352941,0.742424242424242,0.670940170940171,0.588235294117647,0.681818181818182,0.739316239316239,0.729411764705882,0.707070707070707,0.658119658119658,0.723529411764706
