,drug_name,drug_type
122,Methylphenobarbital,"Inhibitor,Substrate"
123,Metoprolol,Substrate
124,Miconazole,Inhibitor
125,Moclobemide,"Substrate,Inhibitor"
126,Modafinil,"Inducer,Inhibitor"
127,Nelfinavir,"Inhibitor,Substrate"
128,Nicardipine,Inhibitor
129,Nicotine,Substrate
130,Nilutamide,"Inhibitor,Substrate"
131,Nilvadipine,Inhibitor
132,Nordazepam,Substrate
133,Norethisterone,Inducer
134,Nortriptyline,Substrate
135,Noscapine,Inhibitor
136,Olanzapine,Inhibitor
137,Omeprazole,"Inducer,Inhibitor,Substrate"
138,Orphenadrine (citrate),Inhibitor
139,Oxcarbazepine,Inhibitor
140,Pantoprazole,"Inhibitor,Substrate"
141,Paroxetine,Inhibitor
142,Pentobarbital,Substrate
143,Perazine,"Inhibitor,Substrate"
144,Perphenazine,Substrate
145,Pethidine,Substrate
146,Phenacetin,Substrate
147,Phenazone,"Inhibitor,Substrate"
148,Phenelzine,"Inhibitor,Substrate"
149,Phenobarbital,"Inducer,Substrate"
150,Phensuximide,Inhibitor
151,Phenytoin,"Inducer,Substrate"
152,Pimozide,Inhibitor
153,Pioglitazone,Inhibitor
154,Podophyllotoxin,Substrate
155,Praziquantel,Substrate
156,Primidone,"Inducer,Substrate"
157,Probenecid,Inhibitor
158,Progesterone,"Inhibitor,Substrate"
159,Proguanil,Substrate
160,Promazine,Substrate
161,Propofol,Substrate
162,Propranolol,Substrate
163,Quazepam,Substrate
164,Quetiapine,Substrate
165,Rabeprazole,"Inhibitor,Substrate"
166,Ranitidine,Substrate
167,Retinol (vit A),Inhibitor
168,Rifampicin,"Substrate,Inducer"
169,Ritonavir,"Inducer,Inhibitor"
170,Rosiglitazone,Inhibitor
171,Saquinavir,Inhibitor
172,Selegiline,Substrate
173,Seratrodast,"Inhibitor,Substrate"
174,Sertraline,"Substrate,Inhibitor"
175,Sildenafil,"Inhibitor,Substrate"
176,Sulconazole,Inhibitor
177,Sulfanilamide,Inhibitor
178,Tamoxifen,Substrate
179,Telmisartan,Inhibitor
180,Temazepam,Substrate
181,Teniposide,Substrate
182,Terbinafine,Substrate
183,Testosterone,Substrate
184,Tetrabenazine,Inducer
185,Thalidomide,Substrate
186,Thiamazole,Inhibitor
187,Thioridazine,Substrate
188,Ticlopidine,Inhibitor
189,Timolol,Substrate
190,Tioconazole,Inhibitor
191,Tolbutamide,Substrate
192,Tolperisone,Substrate
193,Tolterodine,Substrate
194,Topiramate,Inhibitor
195,Torasemide,Inhibitor
196,Trabectedin,Substrate
197,Tranylcypromine,Inhibitor
198,Trimethadione,Substrate
199,Trimipramine,Substrate
200,Troglitazone,"Inhibitor,Substrate"
201,Troleandomycin,Inhibitor
202,Trospium,Inhibitor
203,Valdecoxib,Inhibitor
204,Valproic Acid,"Inhibitor,Substrate"
205,Venlafaxine,Substrate
206,Verapamil,Substrate
207,Voriconazole,"Inhibitor,Substrate"
208,Warfarin,"Substrate,Inhibitor"
209,Zafirlukast,Inhibitor
210,Zidovudine,Substrate
211,Zolpidem,Substrate
212,Zonisamide,"Inhibitor,Substrate"
213,Zotepine,Substrate
