,drug_name,drug_type
120,Dapsone,Substrate
121,Daunorubicin,"Inhibitor,Substrate"
122,Delavirdine,"Inhibitor,Substrate"
123,Desipramine,Inhibitor
124,Desogestrel,Substrate
125,Desvenlafaxine,Substrate
126,Dexamethasone,"Inducer,Inhibitor,Substrate"
127,Dexmedetomidine,Inhibitor
128,Dextromethorphan,Substrate
129,Dextropropoxyphene,"Substrate,Inhibitor"
130,Diazepam,"Substrate,Inhibitor"
131,Diclofenac,"Substrate,Inhibitor"
132,Dicloxacillin,Inducer
133,Diethyltoluamide,Substrate
134,Digitoxin,Substrate
135,Digoxin,Substrate
136,Dihydralazine,"Inhibitor,Substrate"
137,Dihydrocodeine,Substrate
138,Dihydroergotamine,"Inhibitor,Substrate"
139,Dihydrostreptomycin,Substrate
140,Diltiazem,"Substrate,Inhibitor"
141,Dimethyl Sulfoxide,Inhibitor
142,Dimetotiazine,Inhibitor
143,Diosmectite,Inhibitor
144,Diphenhydramine Methylbromide,Substrate
145,Dirithromycin,Substrate
146,Disopyramide,Substrate
147,Disulfiram,"Inhibitor,Substrate"
148,Docetaxel,"Inhibitor,Substrate"
149,Dofetilide,Substrate
150,Dolasetron,Substrate
151,Domperidone,Substrate
152,Donepezil,Substrate
153,Dorzolamide,Substrate
154,Doxazosin,Substrate
155,Doxepin,Substrate
156,Doxorubicin,"Inducer,Substrate,Inhibitor"
157,Doxycycline,"Substrate,Inhibitor"
158,Doxylamin,Inducer
159,Dutasteride,Substrate
160,Ebastine,Substrate
161,Econazole,Inhibitor
162,Efavirenz,"Inducer,Substrate,Inhibitor"
163,Eletriptan,"Substrate,Inducer"
164,Emetine,"Substrate,Inhibitor"
165,Enalapril,Substrate
166,Entacapone,Inhibitor
167,Epinastine,Substrate
168,Epinephrine,Inhibitor
169,Eplerenone,Substrate
170,Ergocalciferol,"Substrate,Inducer"
171,Ergometrine,Inhibitor
172,Ergotamine,"Substrate,Inhibitor"
173,Erlotinib,Substrate
174,Erythromycin,"Inducer,Inhibitor,Substrate"
175,Escitalopram,Substrate
176,Esketamine,Substrate
177,Esomeprazole,Substrate
178,Estazolam,Substrate
179,Estradiol,Substrate
180,Estramustine,Substrate
181,Estrone,Substrate
182,Eszopiclone,Substrate
183,Ethanol,"Substrate,Inhibitor,Inducer"
184,Ethinylestradiol,"Substrate,Inhibitor,Inducer"
185,Ethosuximide,Substrate
186,Ethylmorphine,Substrate
187,Etizolam,Substrate
188,Etonogestrel,Substrate
189,Etoperidone,Substrate
190,Etoposide,"Substrate,Inhibitor,Inducer"
191,Etoricoxib,"Inhibitor,Substrate"
192,Everolimus,Substrate
193,Exemestane,Substrate
194,Famciclovir,Substrate
195,Felbamate,"Inducer,Substrate"
196,Felodipine,"Inhibitor,Substrate"
197,Fenofibrate,Substrate
198,Fentanyl,"Substrate,Inhibitor"
199,Fesoterodine,Substrate
200,Fexofenadine,Substrate
201,Finasteride,Substrate
202,Flosequinan,Substrate
203,Flucloxacillin,Inducer
204,Fluconazole,"Inducer,Inhibitor"
205,Flunitrazepam,Substrate
206,Fluoxetine,"Substrate,Inhibitor"
207,Flurazepam,Substrate
208,Flurithromycin,Inhibitor
209,Flutamide,Substrate
210,Fluticasone,Substrate
211,Fluvastatin,"Inhibitor,Substrate"
212,Fluvoxamine,Inhibitor
213,Fosamprenavir,"Inhibitor,Substrate"
214,Fosphenytoin,"Substrate,Inhibitor"
215,Fulvestrant,Substrate
216,Galantamine,Substrate
217,Gallopamil,Substrate
218,Gefitinib,Substrate
219,Gemfibrozil,"Inducer,Inhibitor,Substrate"
220,Gepirone,Substrate
221,Glibenclamide,"Inhibitor,Substrate"
222,Glipizide,Substrate
223,Glycyrrhizic Acid,"Inducer,Substrate"
224,Granisetron,Substrate
225,Griseofulvin,Inducer
226,Guanethidine,Inducer
227,Halofantrine,Substrate
228,Haloperidol,"Inhibitor,Substrate"
229,Halothane,Substrate
230,Hexobarbital,Substrate
231,Histamine,"Inhibitor,Substrate"
232,Hydralazine,Inhibitor
233,Hydrocodone,Substrate
234,Hydrocortisone,"Substrate,Inhibitor,Inducer"
235,Hydrocortisone Aceponate,Substrate
236,Hydromorphone,Substrate
237,Hydroquinone,Substrate
238,Ifosfamide,"Inducer,Inhibitor,Substrate"
239,Imatinib,"Substrate,Inhibitor"
240,Imipramine,Substrate
241,Imipramine Oxide,Substrate
242,Imiquimod,Substrate
243,Indinavir,"Substrate,Inhibitor"
244,Ipriflavone,"Inhibitor,Substrate"
245,Irbesartan,Inhibitor
246,Irinotecan,"Substrate,Inhibitor"
247,Isoniazid,Inhibitor
248,Isopropanol,Inhibitor
249,Isosorbide Dinitrate,Substrate
250,Isosorbide Mononitrate,Substrate
251,Isotretinoin,Substrate
252,Isradipine,"Substrate,Inhibitor"
253,Itraconazole,"Inhibitor,Substrate"
254,Ivabradine,Substrate
255,Ivermectin,Substrate
256,Josamycin,Inhibitor
257,Ketamine,Substrate
258,Ketobemidone,Substrate
259,Ketoconazole,"Substrate,Inducer,Inhibitor"
260,Lacidipine,Substrate
261,Lansoprazole,"Inducer,Substrate,Inhibitor"
262,Lercanidipine,"Inhibitor,Substrate"
263,Letrozole,Substrate
264,Levacetylmethadol,Substrate
265,Levobupivacaine,Substrate
266,Levofloxacin,Inhibitor
267,Levonorgestrel,Substrate
268,Levothyroxine Sodium,Substrate
269,Lidocain,"Substrate,Inhibitor"
270,Linopirdine,Substrate
271,Lisuride,Substrate
272,Lomustine,Inhibitor
273,Loperamide,"Substrate,Inhibitor"
274,Lopinavir,"Substrate,Inhibitor"
275,Loratadine,"Inhibitor,Substrate,Inducer"
276,Losartan,"Substrate,Inhibitor"
277,Lovastatin,"Substrate,Inhibitor"
278,Lynestrenol,Substrate
279,Manidipine,Inhibitor
280,Mebendazole,Substrate
281,Medazepam,Substrate
282,Medifoxamine,Substrate
283,Medrogestone,Substrate
284,Medroxyprogesterone,"Inducer,Substrate"
285,Medrysone,Inhibitor
286,Mefloquine,"Inhibitor,Substrate"
287,Meloxicam,Substrate
288,Mepacrine,Substrate
289,Mephenytoin,Substrate
290,Mequitazine,Inhibitor
291,Metamizole Sodium,Inducer
292,Metandienone,Substrate
293,Metformin,Inhibitor
294,Methadone,"Substrate,Inhibitor,Inducer"
295,Methaqualone,Substrate
296,Methazolamide,Inhibitor
297,Methoxsalen,Substrate
298,Methoxyflurane,Substrate
299,Methylergometrine,Substrate
300,Methylprednisolone,"Substrate,Inhibitor"
301,Methylprednisolone Aceponate,Inducer
302,Methyltestosterone,Substrate
303,Metronidazole,"Inhibitor,Substrate"
304,Metyrapone,"Inhibitor,Inducer"
305,Mexiletine,Substrate
306,Mianserin,Substrate
307,Mibefradil,"Inhibitor,Substrate"
308,Miconazole,"Inhibitor,Substrate"
309,Midazolam,"Inhibitor,Substrate"
310,Midecamycin,Inhibitor
311,Mifepristone,"Inducer,Inhibitor,Substrate"
312,Miocamycin,"Inhibitor,Substrate"
313,Mirtazapine,"Inhibitor,Substrate"
314,Mitoxantrone,Inhibitor
315,Mizolastine,Inhibitor
316,Modafinil,"Substrate,Inhibitor,Inducer"
317,Morphine,Substrate
318,Naloxone,Substrate
319,Nateglinide,Substrate
320,Nefazodone,"Substrate,Inhibitor"
321,Nelfinavir,"Substrate,Inhibitor"
322,Neostigmine,Inhibitor
323,Nevirapine,"Inhibitor,Substrate,Inducer"
324,Nicardipine,"Inhibitor,Substrate,Inducer"
325,Nicotinamide,Inhibitor
326,Nicotine,Substrate
327,Nifedipine,"Inhibitor,Substrate,Inducer"
328,Nilvadipine,Inhibitor
329,Nimodipine,Substrate
330,Nisoldipine,"Inhibitor,Substrate"
331,Nitrazepam,"Substrate,Inducer"
332,Nitrendipine,"Inhibitor,Substrate"
333,Nitric Oxide,Inhibitor
334,Nordazepam,Substrate
335,Norethisterone,Substrate
336,Norfloxacin,Inhibitor
337,Nortriptyline,Substrate
338,Noscapine,Inhibitor
339,Octopamine,"Inhibitor,Substrate"
340,Olanzapine,Inhibitor
341,Oleandomycin,Inhibitor
342,Olopatadine,Substrate
343,Omeprazole,"Inducer,Substrate,Inhibitor"
344,Ondansetron,"Substrate,Inducer"
345,Ornidazole,Substrate
346,Orphenadrine (citrate),"Inhibitor,Substrate"
347,Oxatomide,"Substrate,Inhibitor"
348,Oxazepam,Substrate
349,Oxcarbazepine,Inducer
350,Oxiconazole,Inducer
351,Oxomemazine,Inducer
352,Oxybutynin,"Inhibitor,Substrate"
353,Oxycodone,Substrate
354,Paclitaxel,"Substrate,Inhibitor,Inducer"
355,Palonosetron,Substrate
356,Pantoprazole,"Substrate,Inducer"
357,Paracetamol,"Inhibitor,Substrate,Inducer"
358,Paraoxon,Substrate
359,Parecoxib,Substrate
360,Paroxetine,Inhibitor
361,Pazopanib,Inhibitor
362,Pentamidine Isethionate,Substrate
363,Pentoxyverine,Substrate
364,Perazine,"Substrate,Inhibitor"
365,Pergolide,"Substrate,Inhibitor"
366,Perhexiline,Substrate
367,Permethrin,Substrate
368,Perphenazine,Substrate
369,Pethidine,"Inducer,Substrate"
370,Phenacetin,Substrate
371,Phenazone,"Substrate,Inhibitor"
372,Phenelzine,"Substrate,Inhibitor"
373,Phenobarbital,Inducer
374,Phenoxybenzamine,Substrate
375,Phenoxymethylpenicillin,Inducer
376,Phenprocoumon,Substrate
377,Phenylbutazone,Inducer
378,Phenytoin,"Inducer,Substrate"
379,Physostigmine,Inhibitor
380,Pilocarpine,"Inhibitor,Substrate"
381,Pimecrolimus,Substrate
382,Pimozide,"Inhibitor,Substrate"
383,Pinacidil,Substrate
384,Pioglitazone,"Substrate,Inducer"
385,Pleconaril,Inducer
386,Podophyllotoxin,Substrate
387,Prasterone,Substrate
388,Pravastatin,"Substrate,Inhibitor"
389,Prazepam,Substrate
390,Praziquantel,Substrate
391,Prednisolone,"Inducer,Substrate"
392,Prednisone,"Inducer,Inhibitor,Substrate"
393,Primaquine,"Substrate,Inhibitor"
394,Primidone,Inducer
395,Probenecid,Inducer
396,Prochlorperazine,Substrate
397,Progesterone,"Substrate,Inhibitor,Inducer"
398,Proguanil,Substrate
399,Promazine,Substrate
400,Propafenone,Substrate
401,Propiverine,Inhibitor
402,Propofol,"Substrate,Inhibitor"
403,Propranolol,Substrate
404,Pyrazinamide,Substrate
405,Pyridostigmine,Inducer
406,Quazepam,Substrate
407,Quetiapine,Substrate
408,Quinidine,"Substrate,Inhibitor,Inducer"
409,Quinupristin/dalfopristin,Inhibitor
410,Rabeprazole,"Substrate,Inhibitor"
411,Raloxifene,"Substrate,Inhibitor"
412,Ranitidine,Inhibitor
413,Reboxetine,Substrate
414,Repaglinide,"Substrate,Inhibitor"
415,Retinol (vit A),Substrate
416,Rifabutin,"Substrate,Inducer"
417,Rifampicin,"Inhibitor,Substrate,Inducer"
418,Rifapentine,Inducer
419,Rifaximin,Inducer
420,Risperidone,"Inhibitor,Substrate"
421,Ritonavir,"Inhibitor,Inducer,Substrate"
422,Rivastigmine,Inhibitor
423,Rofecoxib,Inducer
424,Rokitamycin,"Inhibitor,Substrate"
425,Ropinirole,Substrate
426,Ropivacaine,Substrate
427,Roquinimex,Substrate
428,Rosuvastatin,"Inhibitor,Substrate"
429,Roxithromycin,"Inhibitor,Substrate"
430,Rufinamide,Inducer
431,Rupatadine,Substrate
432,Rutoside,Inhibitor
433,Salbutamol,"Inhibitor,Substrate"
434,Salmeterol,Substrate
435,Saquinavir,"Inhibitor,Substrate"
436,Saxagliptin,Substrate
437,Selegiline,Substrate
438,Seratrodast,"Inducer,Substrate"
439,Sertindole,Substrate
440,Sertraline,"Inhibitor,Substrate"
441,Sevoflurane,Substrate
442,Sibutramine,Substrate
443,Sildenafil,"Inhibitor,Substrate"
444,Silymarin,"Inhibitor,Inducer"
445,Simvastatin,"Inhibitor,Substrate"
446,Simvastatin And Ezetimibe,Substrate
447,Sirolimus,"Inhibitor,Substrate"
448,Sodium Edetate,Substrate
449,Somatostatin,Inhibitor
450,Spiramycin,Substrate
451,Spironolactone,Inducer
452,Sufentanil,Substrate
453,Sulconazole,Inhibitor
454,Sulfadiazine,Substrate
455,Sulfadimidine,Inducer
456,Sulfamethoxazole,"Inhibitor,Substrate"
457,Sulfanilamide,Inhibitor
458,Sulfinpyrazon,"Substrate,Inhibitor,Inducer"
459,Tacrolimus,"Inhibitor,Substrate"
460,Tadalafil,Substrate
461,Talinolol,Substrate
462,Tamoxifen,"Inducer,Inhibitor,Substrate"
463,Tamsulosin,Substrate
464,Tasosartan,Substrate
465,Telithromycin,"Inhibitor,Substrate"
466,Temazepam,Substrate
467,Temozolomide,Inducer
468,Teniposide,"Inhibitor,Substrate"
469,Terbinafine,"Inducer,Substrate"
470,Terfenadine,"Substrate,Inducer,Inhibitor"
471,Testosterone,"Inducer,Inhibitor,Substrate"
472,Tetracycline,"Inhibitor,Substrate"
473,Tetramethrin,Inducer
474,Theophylline,Substrate
475,Thiamazole,Inhibitor
476,Thiopental,Inhibitor
477,Thiotepa,Substrate
478,Tiagabine,Substrate
479,Tibolone,Inhibitor
480,Ticlopidine,Substrate
481,Tinidazole,Substrate
482,Tioconazole,Inhibitor
483,Tiotropium Bromide,Substrate
484,Tirilazad,Substrate
485,Tocopherol (vit E),"Substrate,Inducer"
486,Tofisopam,Inhibitor
487,Tolterodine,Substrate
488,Topiramate,Inducer
489,Topotecan,"Inhibitor,Inducer"
490,Toremifene,Substrate
491,Trabectedin,Substrate
492,Tramadol,"Inhibitor,Substrate"
493,Tranylcypromine,Inhibitor
494,Trazodone,Substrate
495,Treosulfan,Inhibitor
496,Triamcinolone,Inducer
497,Triazolam,Substrate
498,Trichloroethylene,Substrate
499,Trimethadione,Substrate
500,Trimethoprim,Substrate
501,Trimipramine,Substrate
502,Trofosfamide,Substrate
503,Troglitazone,"Substrate,Inhibitor,Inducer"
504,Troleandomycin,"Substrate,Inhibitor"
505,Tropisetron,Substrate
506,Trospium,Inhibitor
507,Valdecoxib,Substrate
508,Valproic Acid,Inhibitor
509,Vardenafil,Substrate
510,Venlafaxine,"Inhibitor,Substrate"
511,Verapamil,"Inhibitor,Substrate"
512,Vinblastine,"Inducer,Inhibitor,Substrate"
513,Vincamine,Substrate
514,Vincristine,"Inhibitor,Substrate"
515,Vindesine,Substrate
516,Vinorelbine,"Inhibitor,Substrate"
517,Virginiamycin,"Inducer,Inhibitor"
518,Voriconazole,"Substrate,Inhibitor"
519,Warfarin,Substrate
520,Yohimbin,Substrate
521,Zafirlukast,Inhibitor
522,Zalcitabine,Substrate
523,Zaleplon,Substrate
524,Zidovudine,Substrate
525,Ziprasidone,"Inhibitor,Substrate"
526,Zolpidem,Substrate
527,Zomepirac,Substrate
528,Zonisamide,Substrate
529,Zopiclone,Substrate
530,Zotepine,Substrate
