,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
10,CHEMBL452861,CHEMBL663531,454176,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)NC[C@H](O)COc1cccc2ccccc12
11,CHEMBL445,CHEMBL663531,2262,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,2300.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,CNCCC=C1c2ccccc2CCc3ccccc13
12,CHEMBL485,CHEMBL663531,6167,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,104000.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
13,CHEMBL2373353,CHEMBL663531,1547804,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,66400.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,C1CCN2C[C@@H]3C[C@@H](CN4CCCCC34)C2C1
14,CHEMBL169901,CHEMBL663531,282577,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,23800.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,NC(=N)N1CCc2ccccc2C1
15,CHEMBL275742,CHEMBL663531,10099,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1900.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)NC[C@@H](O)COc1cccc2ccccc12
16,CHEMBL52440,CHEMBL663531,77456,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1800.0,nM,IC50,,16961,11365,PROTEIN,SINGLE PROTEIN,9,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1
17,CHEMBL355905,CHEMBL663535,240452,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,40000.0,nM,IC50,,17273,11365,PROTEIN,SINGLE PROTEIN,9,CSC1=C(C(=N)N2C=CC=CC2=N1)S(=O)(=O)c3ccccc3
18,CHEMBL297784,CHEMBL663536,62720,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,30000.0,nM,IC50,,14157,11365,PROTEIN,SINGLE PROTEIN,9,Cn1ccc2cc3N(CCc3cc12)C(=O)Nc4cccnc4
19,CHEMBL3706623,CHEMBL663537,2038629,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,6400.0,nM,IC50,,5668,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6cccnc6)C[C@H]4C(=O)NCC(F)(F)F
20,CHEMBL115,CHEMBL663537,17170,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,5668,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45
21,CHEMBL3706619,CHEMBL663537,2038625,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,29600.0,nM,IC50,,5668,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccn6)C[C@H]4C(=O)NCC(F)(F)F
22,CHEMBL3706620,CHEMBL663537,2038626,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,360.0,nM,IC50,,5668,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cc5)c6ccncc6
23,CHEMBL114756,CHEMBL663537,185868,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,530.0,nM,IC50,,5668,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccncc6)C[C@H]4C(=O)NCC(F)(F)F
24,CHEMBL444533,CHEMBL663538,184691,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,15600.0,nM,IC50,,5944,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F
25,CHEMBL276081,CHEMBL663539,214743,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,5944,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6cccc(Cl)c6)C[C@H]4C(=O)NCC(F)(F)F
26,CHEMBL334379,CHEMBL663539,214664,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,5944,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6ccc(F)c(F)c6F)C[C@H]4C(=O)NCC(F)(F)F
27,CHEMBL127589,CHEMBL663539,214798,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,,,,IC50,Not Determined,5944,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5ccn(c5)c6ccc(Cl)cc6)C[C@H]4C(=O)NCC(F)(F)F
28,CHEMBL3706622,CHEMBL663540,2038628,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,4170.0,nM,IC50,,5669,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cn5)c6cnccc6Cl
29,CHEMBL3706615,CHEMBL663540,2038621,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,8700.0,nM,IC50,,5669,11365,PROTEIN,SINGLE PROTEIN,9,COc1cncc(c1)c2oc(nc2)C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@@H]5[C@H](O)COc6ccccc56)[C@@H](C3)C(=O)NCC(F)(F)F
30,CHEMBL115,CHEMBL663540,17170,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,5669,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45
31,CHEMBL3706621,CHEMBL663540,2038627,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,22200.0,nM,IC50,,5669,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cn5)c6ccccn6
32,CHEMBL3706613,CHEMBL663540,2038619,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,10500.0,nM,IC50,,5669,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cn5)c6cccnc6
33,CHEMBL273921,CHEMBL663541,6149,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,10000.0,nM,IC50,,6166,11365,PROTEIN,SINGLE PROTEIN,9,Oc1nc2cc(F)ccc2n1C3CCN(CCN4CCCc5ccccc5C4=O)CC3
34,CHEMBL321814,CHEMBL665262,185827,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,8800.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6c(Cl)cccc6c5)C[C@H]4C(=O)NCC(F)(F)F
35,CHEMBL444533,CHEMBL665263,184691,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,15600.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F
36,CHEMBL326796,CHEMBL665263,185014,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,14900.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F
37,CHEMBL114756,CHEMBL665263,185868,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,530.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccncc6)C[C@H]4C(=O)NCC(F)(F)F
38,CHEMBL326849,CHEMBL665263,185016,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,3200.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(CC5=CC6C=CSC6S5)C[C@H]4C(=O)NCC(F)(F)F
39,CHEMBL325829,CHEMBL665263,185228,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,3600.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6ccccc6c5)C[C@H]4C(=O)NCC(F)(F)F
40,CHEMBL419396,CHEMBL665263,185015,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,11100.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(CC5=CC6C=CSC6S5)C[C@H]4C(=O)NCC(F)(F)F
41,CHEMBL324461,CHEMBL665263,185867,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,19000.0,nM,IC50,,5802,11365,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6ccccc6c5)C[C@H]4C(=O)NCC(F)(F)F
42,CHEMBL262968,CHEMBL665264,185983,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1300.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,C(COc1ccc(cc1)n2ccnc2)Cc3cccnc3
43,CHEMBL114555,CHEMBL665264,186402,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,3200.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,CCOC(=O)N1CCN(CCOc2ccc(cc2)n3ccnc3)CC1
44,CHEMBL113018,CHEMBL665264,185949,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,399.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,C(CN1CCOCC1)Oc2ccc(cc2)n3ccnc3
45,CHEMBL325429,CHEMBL665264,185915,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1050.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,CN(C)CCOc1ccc(cc1)n2ccnc2
46,CHEMBL113227,CHEMBL665264,185953,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1040.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,C(COc1ccc(cc1)n2ccnc2)Cc3ccncc3
47,CHEMBL114297,CHEMBL665264,186430,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,400.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,CN(C)CCCOc1ccc(cc1)n2ccnc2
48,CHEMBL115876,CHEMBL665264,185908,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,620.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,C(COc1ccc(cc1)n2ccnc2)Cc3ccccn3
49,CHEMBL112532,CHEMBL665264,186320,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,460.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,CCCCOc1ccc(cc1)n2ccnc2
50,CHEMBL113275,CHEMBL665264,186433,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,410.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,CN(C)CCCCCCOc1ccc(cc1)n2ccnc2
51,CHEMBL112592,CHEMBL665264,186321,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1040.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,C(Oc1ccc(cc1)n2ccnc2)c3ccccn3
52,CHEMBL320105,CHEMBL665264,186356,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,1000.0,nM,IC50,,6531,11365,PROTEIN,SINGLE PROTEIN,9,CCCCCCOc1ccc(cn1)n2ccnc2
53,CHEMBL2111784,CHEMBL665265,1384035,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,11365,PROTEIN,SINGLE PROTEIN,9,C[C@H](Nc1cc(ccn1)c2sc(nc2c3ccc(F)cc3)C4CCN(C)CC4)c5ccccc5
54,CHEMBL120185,CHEMBL665265,196867,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,11365,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)c2ccc3c(n2)nc(c4ccc(F)cc4)n3c5ccnc(NC6CCCC6)n5
55,CHEMBL121405,CHEMBL665265,197647,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,11365,PROTEIN,SINGLE PROTEIN,9,OC1(CCNCC1)c2oc(c3ccnc(NC4CCCCC4)c3)c(n2)c5ccc(F)cc5
56,CHEMBL118258,CHEMBL665265,196913,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,11365,PROTEIN,SINGLE PROTEIN,9,CN1CCC(O)(CC1)c2cn(c3ccnc(NC4CCCC4)n3)c(n2)c5cccc(c5)C(F)(F)F
57,CHEMBL419409,CHEMBL665266,198656,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6485,11365,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1C(=O)c2ccc(Nc3ccc(F)cc3F)cc2)C#CC(C)(C)N
58,CHEMBL120067,CHEMBL665266,198445,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6485,11365,PROTEIN,SINGLE PROTEIN,9,COc1cc2[nH]c(C)nc2cc1C(=O)c3ccc(Nc4ccc(F)cc4F)cc3
59,CHEMBL330425,CHEMBL665267,153775,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,11365,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)CN[C@@]([C@H](Oc2nc(C)cc(C)n2)C(=O)O)(c3ccccc3)c4ccccc14
60,CHEMBL96347,CHEMBL665267,153977,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,11365,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)cc(O[C@H](C(=O)O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)c5ccccc5)c1
61,CHEMBL330354,CHEMBL665267,153402,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,11365,PROTEIN,SINGLE PROTEIN,9,CCCCc1cccc(c1)[C@@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)[C@H](Oc5nc(C)cc(C)n5)C(=O)O
62,CHEMBL329477,CHEMBL665267,153766,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,11365,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)nc(O[C@H](C(=O)O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)c5ccccc5)n1
63,CHEMBL319754,CHEMBL665267,154053,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,11365,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)nc(O[C@H](C(=O)O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)c5cccc(c5)c6ccccc6)n1
64,CHEMBL317935,CHEMBL665268,160276,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,17162,11365,PROTEIN,SINGLE PROTEIN,9,C[C@H](NC(=O)\C=C\c1ccccc1)c2cccc(c2)N3CCOCC3
65,CHEMBL319862,CHEMBL665269,166049,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,98000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(C)c(N\C=N\O)c1
66,CHEMBL101180,CHEMBL665269,166158,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)c1ccc(N\C=N\O)cc1
67,CHEMBL103651,CHEMBL665269,166048,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,Cc1ccccc1\N=C\NO
68,CHEMBL321051,CHEMBL665269,166196,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,32000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCCCCCc1ccc(N\C=N\O)cc1
69,CHEMBL103320,CHEMBL665269,166307,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,52000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(N\C=N\O)cc1
70,CHEMBL101168,CHEMBL665269,166277,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,10500.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,Nn1nnc2ccccc12
71,CHEMBL100899,CHEMBL665269,166157,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCC(C)c1ccc(N\C=N\O)cc1
72,CHEMBL103163,CHEMBL665269,166322,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)c1ccc(N\C=N\O)cc1
73,CHEMBL101296,CHEMBL665269,166169,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCc1ccc(N\C=N\O)cc1
74,CHEMBL103313,CHEMBL665269,166306,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,83000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(N\C=N\O)cc1
75,CHEMBL445120,CHEMBL665269,166153,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,ON\C=N\c1ccc(Cc2ccccc2)cc1
76,CHEMBL267865,CHEMBL665269,186431,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,83900.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(\N=C\NO)c(C)c1
77,CHEMBL100917,CHEMBL665269,166168,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,32000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccccc1\N=C\NO
78,CHEMBL317798,CHEMBL665269,166208,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,11365,PROTEIN,SINGLE PROTEIN,9,CCCOc1ccc(N\C=N\O)cc1
79,CHEMBL276140,CHEMBL665270,14101,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,110.0,nM,IC50,,14157,11365,PROTEIN,SINGLE PROTEIN,9,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F
80,CHEMBL14563,CHEMBL665270,14131,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,14157,11365,PROTEIN,SINGLE PROTEIN,9,Cc1cc2CCN(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2cc1Cl
81,CHEMBL104582,CHEMBL665883,173382,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,11.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,CNc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4
82,CHEMBL106616,CHEMBL665883,172628,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,47.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,CSc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4
83,CHEMBL317671,CHEMBL665883,173370,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,19.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,Cc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4
84,CHEMBL274863,CHEMBL665883,13507,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,47.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,Nc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4
85,CHEMBL14112,CHEMBL665883,13554,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,86.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccncc4
86,CHEMBL318991,CHEMBL665883,172599,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,51.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,Cc1cc(ccn1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4
87,CHEMBL14318,CHEMBL665883,13660,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,7.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,COc1nccc(n1)c2c(ncn2CCCN3CCOCC3)c4ccc(F)cc4
88,CHEMBL279587,CHEMBL665883,13630,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,34.0,%,Inhibition,,2868,11365,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cc1)c2ncn(CCCN3CCOCC3)c2c4ccncn4
89,CHEMBL59639,CHEMBL665884,96373,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,87.0,%,Inhibition,,6796,11365,PROTEIN,SINGLE PROTEIN,9,OC(COCC=C)CN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
90,CHEMBL113060,CHEMBL665886,180980,Cytochrome P450 2D6,Homo sapiens,Homo sapiens,D,=,18.6,%,Inhibition,,17106,11365,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Cl)c3
