,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
10,CHEMBL3706619,CHEMBL660395,2038625,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,5668,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccn6)C[C@H]4C(=O)NCC(F)(F)F
11,CHEMBL3706620,CHEMBL660395,2038626,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,410.0,nM,IC50,,5668,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cc5)c6ccncc6
12,CHEMBL114756,CHEMBL660395,185868,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,5500.0,nM,IC50,,5668,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccncc6)C[C@H]4C(=O)NCC(F)(F)F
13,CHEMBL3706622,CHEMBL660396,2038628,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,21000.0,nM,IC50,,5669,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cn5)c6cnccc6Cl
14,CHEMBL3706615,CHEMBL660396,2038621,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,30000.0,nM,IC50,,5669,12911,PROTEIN,SINGLE PROTEIN,9,COc1cncc(c1)c2oc(nc2)C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@@H]5[C@H](O)COc6ccccc56)[C@@H](C3)C(=O)NCC(F)(F)F
15,CHEMBL115,CHEMBL660396,17170,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,5669,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45
16,CHEMBL3706621,CHEMBL660396,2038627,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,28000.0,nM,IC50,,5669,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cn5)c6ccccn6
17,CHEMBL3706613,CHEMBL660396,2038619,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,33000.0,nM,IC50,,5669,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)(N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)COc4ccccc34)[C@@H](C1)C(=O)NCC(F)(F)F)c5oc(cn5)c6cccnc6
18,CHEMBL273921,CHEMBL660397,6149,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,35000.0,nM,IC50,,6166,12911,PROTEIN,SINGLE PROTEIN,9,Oc1nc2cc(F)ccc2n1C3CCN(CCN4CCCc5ccccc5C4=O)CC3
19,CHEMBL321814,CHEMBL660398,185827,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,27300.0,nM,IC50,,5802,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6c(Cl)cccc6c5)C[C@H]4C(=O)NCC(F)(F)F
20,CHEMBL444533,CHEMBL660399,184691,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,83900.0,nM,IC50,,5802,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccccc6)C[C@H]4C(=O)NCC(F)(F)F
21,CHEMBL114756,CHEMBL660399,185868,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,5500.0,nM,IC50,,5802,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc(cc5)c6ccncc6)C[C@H]4C(=O)NCC(F)(F)F
22,CHEMBL326849,CHEMBL660399,185016,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,8590.0,nM,IC50,,5802,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1ccncc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(CC5=CC6C=CSC6S5)C[C@H]4C(=O)NCC(F)(F)F
23,CHEMBL419396,CHEMBL660399,185015,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,19700.0,nM,IC50,,5802,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(CC5=CC6C=CSC6S5)C[C@H]4C(=O)NCC(F)(F)F
24,CHEMBL324461,CHEMBL660399,185867,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,48800.0,nM,IC50,,5802,12911,PROTEIN,SINGLE PROTEIN,9,O[C@@H](C[C@@H](Cc1cccnc1)C(=O)N[C@@H]2[C@H](O)COc3ccccc23)CN4CCN(Cc5oc6ccccc6c5)C[C@H]4C(=O)NCC(F)(F)F
25,CHEMBL262968,CHEMBL660400,185983,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,185.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,C(COc1ccc(cc1)n2ccnc2)Cc3cccnc3
26,CHEMBL114555,CHEMBL660400,186402,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,1440.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,CCOC(=O)N1CCN(CCOc2ccc(cc2)n3ccnc3)CC1
27,CHEMBL113018,CHEMBL660400,185949,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,1810.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,C(CN1CCOCC1)Oc2ccc(cc2)n3ccnc3
28,CHEMBL325429,CHEMBL660400,185915,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,40000.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,CN(C)CCOc1ccc(cc1)n2ccnc2
29,CHEMBL113227,CHEMBL660400,185953,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,101.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,C(COc1ccc(cc1)n2ccnc2)Cc3ccncc3
30,CHEMBL114297,CHEMBL660400,186430,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,32800.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,CN(C)CCCOc1ccc(cc1)n2ccnc2
31,CHEMBL115876,CHEMBL660400,185908,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,129.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,C(COc1ccc(cc1)n2ccnc2)Cc3ccccn3
32,CHEMBL112532,CHEMBL660400,186320,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,96.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,CCCCOc1ccc(cc1)n2ccnc2
33,CHEMBL113275,CHEMBL660400,186433,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,33200.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,CN(C)CCCCCCOc1ccc(cc1)n2ccnc2
34,CHEMBL112592,CHEMBL660400,186321,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,130.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,C(Oc1ccc(cc1)n2ccnc2)c3ccccn3
35,CHEMBL320105,CHEMBL660400,186356,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,6531,12911,PROTEIN,SINGLE PROTEIN,9,CCCCCCOc1ccc(cn1)n2ccnc2
36,CHEMBL2111784,CHEMBL660401,1384035,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,12911,PROTEIN,SINGLE PROTEIN,9,C[C@H](Nc1cc(ccn1)c2sc(nc2c3ccc(F)cc3)C4CCN(C)CC4)c5ccccc5
37,CHEMBL120185,CHEMBL660401,196867,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,12911,PROTEIN,SINGLE PROTEIN,9,CN1CCN(CC1)c2ccc3c(n2)nc(c4ccc(F)cc4)n3c5ccnc(NC6CCCC6)n5
38,CHEMBL121405,CHEMBL660401,197647,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,12911,PROTEIN,SINGLE PROTEIN,9,OC1(CCNCC1)c2oc(c3ccnc(NC4CCCCC4)c3)c(n2)c5ccc(F)cc5
39,CHEMBL118258,CHEMBL660401,196913,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6484,12911,PROTEIN,SINGLE PROTEIN,9,CN1CCC(O)(CC1)c2cn(c3ccnc(NC4CCCC4)n3)c(n2)c5cccc(c5)C(F)(F)F
40,CHEMBL419409,CHEMBL660402,198656,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6485,12911,PROTEIN,SINGLE PROTEIN,9,COc1ccc(cc1C(=O)c2ccc(Nc3ccc(F)cc3F)cc2)C#CC(C)(C)N
41,CHEMBL120067,CHEMBL660402,198445,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,2000.0,nM,IC50,,6485,12911,PROTEIN,SINGLE PROTEIN,9,COc1cc2[nH]c(C)nc2cc1C(=O)c3ccc(Nc4ccc(F)cc4F)cc3
42,CHEMBL330425,CHEMBL660403,153775,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,12911,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)CN[C@@]([C@H](Oc2nc(C)cc(C)n2)C(=O)O)(c3ccccc3)c4ccccc14
43,CHEMBL96347,CHEMBL660403,153977,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,15000.0,nM,IC50,,17540,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)cc(O[C@H](C(=O)O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)c5ccccc5)c1
44,CHEMBL330354,CHEMBL660403,153402,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,15000.0,nM,IC50,,17540,12911,PROTEIN,SINGLE PROTEIN,9,CCCCc1cccc(c1)[C@@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)[C@H](Oc5nc(C)cc(C)n5)C(=O)O
45,CHEMBL329477,CHEMBL660403,153766,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,17540,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)nc(O[C@H](C(=O)O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)c5ccccc5)n1
46,CHEMBL319754,CHEMBL660403,154053,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,28000.0,nM,IC50,,17540,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cc(C)nc(O[C@H](C(=O)O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c4ccccc24)c5cccc(c5)c6ccccc6)n1
47,CHEMBL317935,CHEMBL660404,160276,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,5300.0,nM,IC50,,17162,12911,PROTEIN,SINGLE PROTEIN,9,C[C@H](NC(=O)\C=C\c1ccccc1)c2cccc(c2)N3CCOCC3
48,CHEMBL333108,CHEMBL884338,200345,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,12000.0,nM,IC50,,16166,12911,PROTEIN,SINGLE PROTEIN,9,Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)Nc3ccnn3c4ccccc4
49,CHEMBL319862,CHEMBL661054,166049,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,24000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(C)c(N\C=N\O)c1
50,CHEMBL101180,CHEMBL661054,166158,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,30000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)c1ccc(N\C=N\O)cc1
51,CHEMBL103651,CHEMBL661054,166048,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,77000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,Cc1ccccc1\N=C\NO
52,CHEMBL321051,CHEMBL661054,166196,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,300.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCCCCCc1ccc(N\C=N\O)cc1
53,CHEMBL103320,CHEMBL661054,166307,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,79000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,Cc1ccc(N\C=N\O)cc1
54,CHEMBL101168,CHEMBL661054,166277,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,42900.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,Nn1nnc2ccccc12
55,CHEMBL100899,CHEMBL661054,166157,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,11000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCC(C)c1ccc(N\C=N\O)cc1
56,CHEMBL103163,CHEMBL661054,166322,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CC(C)(C)c1ccc(N\C=N\O)cc1
57,CHEMBL101296,CHEMBL661054,166169,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,17000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCc1ccc(N\C=N\O)cc1
58,CHEMBL103313,CHEMBL661054,166306,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,8800.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(N\C=N\O)cc1
59,CHEMBL445120,CHEMBL661054,166153,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,17000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,ON\C=N\c1ccc(Cc2ccccc2)cc1
60,CHEMBL267865,CHEMBL661054,186431,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,3300.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccc(\N=C\NO)c(C)c1
61,CHEMBL100917,CHEMBL661054,166168,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,42000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCCCc1ccccc1\N=C\NO
62,CHEMBL317798,CHEMBL661054,166208,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,35000.0,nM,IC50,,4568,12911,PROTEIN,SINGLE PROTEIN,9,CCCOc1ccc(N\C=N\O)cc1
63,CHEMBL276140,CHEMBL661221,14101,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,14157,12911,PROTEIN,SINGLE PROTEIN,9,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F
64,CHEMBL14563,CHEMBL661221,14131,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,14157,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cc2CCN(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2cc1Cl
65,CHEMBL113060,CHEMBL661222,180980,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,65.0,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(Cl)c3
66,CHEMBL10,CHEMBL661222,250,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,75.0,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
67,CHEMBL113419,CHEMBL661222,180963,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,72.4,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccncc3
68,CHEMBL323734,CHEMBL661222,180780,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,2.6,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c(c3ccnc(NC(=O)C)c3)n1C4CC(C)(C)NC(C)(C)C4
69,CHEMBL111456,CHEMBL661222,180991,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,72.7,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,C[S+]([O-])c1ccc(CSc2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4)cc1
70,CHEMBL323479,CHEMBL661222,180949,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,7.9,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c(c3ccncc3)n1C4CC(C)(C)NC(C)(C)C4
71,CHEMBL111364,CHEMBL661222,180989,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,79.0,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(NC(C)c4ccccc4)c3
72,CHEMBL111210,CHEMBL661222,180674,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,67.5,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c([nH]1)c3ccnc(OC(C)C)c3
73,CHEMBL432798,CHEMBL661222,180782,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,27.6,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c(c3ccnc(NC(=O)C)c3)n1C
74,CHEMBL324977,CHEMBL661222,180748,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,83.3,%,Inhibition,,17106,12911,PROTEIN,SINGLE PROTEIN,9,CSc1nc(c2ccc(F)cc2)c(c3ccnc(NC(C)c4ccccc4)c3)n1C
75,CHEMBL2114275,CHEMBL661224,1386666,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,29000.0,nM,Ki,,15529,12911,PROTEIN,SINGLE PROTEIN,9,COC1=C([C@H](CC(=O)C)c2ccccc2)C(=O)c3ccccc3O1
76,CHEMBL1484,CHEMBL661230,407549,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,280.0,nM,Ki,,17689,12911,PROTEIN,SINGLE PROTEIN,9,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C
77,CHEMBL292759,CHEMBL666252,99770,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15146,12911,PROTEIN,SINGLE PROTEIN,9,COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N3CCN(C)CC3
78,CHEMBL542139,CHEMBL666252,545283,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,100000.0,nM,IC50,,15146,12911,PROTEIN,SINGLE PROTEIN,9,Cl.COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N4CCNCC4
79,CHEMBL196875,CHEMBL828009,326144,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,30000.0,nM,IC50,,20993,12911,PROTEIN,SINGLE PROTEIN,9,OC(=O)Cc1ccc2oc(nc2c1)c3ccc(NC(=O)\C=C\c4ccc(Br)cc4)c(F)c3
80,CHEMBL179529,CHEMBL829413,299725,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,2100.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,CNc1ccc(s1)c2cccnc2
81,CHEMBL360999,CHEMBL829413,299737,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,79500.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,Cn1cnc(c1)c2cccnc2
82,CHEMBL361364,CHEMBL829413,299558,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,75200.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,CCn1cnc(c1)c2cccnc2
83,CHEMBL178780,CHEMBL829413,299559,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,26900.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,C(c1ccccc1)n2cnc(c2)c3cccnc3
84,CHEMBL178781,CHEMBL829413,299560,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,300000.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cn(cn1)c2cccnc2
85,CHEMBL179618,CHEMBL829413,299716,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,99200.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccs2
86,CHEMBL179669,CHEMBL829413,299718,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,93100.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,Cc1ccsc1c2cccnc2
87,CHEMBL179398,CHEMBL829413,299577,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,55200.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,O=Cc1ccc(s1)c2cccnc2
88,CHEMBL362702,CHEMBL829413,299620,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,98200.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,CC(=O)c1ccc(s1)c2cccnc2
89,CHEMBL361153,CHEMBL829413,299430,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,96300.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2ccsc2
90,CHEMBL179005,CHEMBL829413,299438,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,400000.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,Fc1ccc(cn1)c2ccsc2
91,CHEMBL179704,CHEMBL829413,299460,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,123000.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2cccnc2
92,CHEMBL425519,CHEMBL829413,299461,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,400000.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,Cc1cscc1c2ccc(F)nc2
93,CHEMBL179763,CHEMBL829413,299523,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,>,300000.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2cccnc2
94,CHEMBL178516,CHEMBL829413,299431,Cytochrome P450 2C9,Homo sapiens,Homo sapiens,D,=,41800.0,nM,IC50,,21214,12911,PROTEIN,SINGLE PROTEIN,9,c1cncc(c1)c2c[nH]cn2
