,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
56,179691,CHEMBL3527325,CHEMBL3538278,1925031,Homo sapiens,Homo sapiens,D,=,0.299,nmol/min,Vmax,,91984,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
57,179692,CHEMBL30008,CHEMBL3541092,38764,Homo sapiens,Homo sapiens,D,=,100.0,nM,Ki,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
58,179693,CHEMBL1017,CHEMBL3541092,116949,Homo sapiens,Homo sapiens,D,=,100.0,nM,Ki,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
59,179694,CHEMBL564085,CHEMBL3541093,559106,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
60,179695,CHEMBL22,CHEMBL3541093,1216,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
61,179696,CHEMBL302795,CHEMBL3541093,112102,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
62,179697,CHEMBL26,CHEMBL3541093,1333,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
63,179698,CHEMBL421,CHEMBL3541093,1223,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
64,179699,CHEMBL1109,CHEMBL3541093,153330,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
65,179700,CHEMBL1790041,CHEMBL3541093,1153672,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
66,179701,CHEMBL27,CHEMBL3541093,1370,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
67,179702,CHEMBL631,CHEMBL3541093,27112,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
68,179703,CHEMBL608,CHEMBL3541093,22641,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
69,179704,CHEMBL131,CHEMBL3541093,27370,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
70,179705,CHEMBL527,CHEMBL3541093,11968,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
71,179706,CHEMBL16073,CHEMBL3541093,16498,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
72,179707,CHEMBL1503,CHEMBL3541093,419601,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
73,179708,CHEMBL1516,CHEMBL3541093,421145,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
74,179709,CHEMBL154,CHEMBL3541093,51056,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
75,179710,CHEMBL80,CHEMBL3541093,6902,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
76,179711,CHEMBL1434,CHEMBL3541093,371561,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
77,179712,CHEMBL558,CHEMBL3541093,15958,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
78,179713,CHEMBL861,CHEMBL3541093,66016,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
79,179714,CHEMBL686,CHEMBL3541093,29989,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
80,179715,CHEMBL480,CHEMBL3541093,5975,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
81,179716,CHEMBL571,CHEMBL3541093,16591,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
82,179717,CHEMBL11,CHEMBL3541093,605,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
83,179718,CHEMBL521,CHEMBL3541093,11674,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
84,179719,CHEMBL389621,CHEMBL3541093,374052,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
85,179720,CHEMBL435,CHEMBL3541093,2045,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
86,179721,CHEMBL35,CHEMBL3541093,2046,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
87,179722,CHEMBL41,CHEMBL3541093,2223,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
88,179723,CHEMBL652,CHEMBL3541093,27588,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
89,179724,CHEMBL914,CHEMBL3541093,81683,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
90,179725,CHEMBL532,CHEMBL3541093,12506,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
91,179726,CHEMBL1510,CHEMBL3541093,421034,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
92,179727,CHEMBL657,CHEMBL3541093,27629,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
93,179728,CHEMBL23,CHEMBL3541093,1278,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
94,179729,CHEMBL139,CHEMBL3541093,29890,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
95,179730,CHEMBL52440,CHEMBL3541093,77456,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
96,179731,CHEMBL384467,CHEMBL3541093,365281,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
97,179732,CHEMBL72,CHEMBL3541093,6243,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
98,179733,CHEMBL30,CHEMBL3541093,1620,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
99,179734,CHEMBL1371,CHEMBL3541093,315123,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
100,179735,CHEMBL108,CHEMBL3541093,15086,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
101,179736,CHEMBL296035,CHEMBL3541093,64396,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
102,179737,CHEMBL12610,CHEMBL3541093,9913,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
103,179738,CHEMBL277474,CHEMBL3541093,26820,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
104,179739,CHEMBL1082,CHEMBL3541093,143284,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
105,179740,CHEMBL266195,CHEMBL3541093,822,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
106,179741,CHEMBL184,CHEMBL3541093,365538,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
107,179742,CHEMBL112,CHEMBL3541093,16450,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
108,179743,CHEMBL161,CHEMBL3541093,83724,Homo sapiens,Homo sapiens,D,=,27400.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
109,179744,CHEMBL71,CHEMBL3541093,6216,Homo sapiens,Homo sapiens,D,=,24400.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
110,179745,CHEMBL6966,CHEMBL3541093,1219,Homo sapiens,Homo sapiens,D,=,22000.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
111,179746,CHEMBL833,CHEMBL3541093,60319,Homo sapiens,Homo sapiens,D,=,21800.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
112,179747,CHEMBL809,CHEMBL3541093,53616,Homo sapiens,Homo sapiens,D,=,18500.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
113,179748,CHEMBL42,CHEMBL3541093,2261,Homo sapiens,Homo sapiens,D,=,14100.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
114,179749,CHEMBL1008,CHEMBL3541093,112651,Homo sapiens,Homo sapiens,D,=,11500.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
115,179750,CHEMBL567,CHEMBL3541093,16505,Homo sapiens,Homo sapiens,D,=,10600.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
116,179751,CHEMBL1451,CHEMBL3541093,381691,Homo sapiens,Homo sapiens,D,=,9470.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
117,179752,CHEMBL13,CHEMBL3541093,789,Homo sapiens,Homo sapiens,D,=,4870.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
118,179753,CHEMBL54,CHEMBL3541093,3859,Homo sapiens,Homo sapiens,D,=,4690.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
119,179754,CHEMBL388590,CHEMBL3541093,374182,Homo sapiens,Homo sapiens,D,=,4260.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
120,179755,CHEMBL1428,CHEMBL3541093,365248,Homo sapiens,Homo sapiens,D,=,3380.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
121,179756,CHEMBL193,CHEMBL3541093,419596,Homo sapiens,Homo sapiens,D,=,3060.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
122,179757,CHEMBL9,CHEMBL3541093,246,Homo sapiens,Homo sapiens,D,=,2560.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
123,179758,CHEMBL45816,CHEMBL3541093,72035,Homo sapiens,Homo sapiens,D,=,2140.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
124,179759,CHEMBL1484,CHEMBL3541093,407549,Homo sapiens,Homo sapiens,D,=,1690.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
125,179760,CHEMBL682,CHEMBL3541093,29097,Homo sapiens,Homo sapiens,D,=,990.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
126,179761,CHEMBL30008,CHEMBL3541093,38764,Homo sapiens,Homo sapiens,D,=,940.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
127,179762,CHEMBL1017,CHEMBL3541093,116949,Homo sapiens,Homo sapiens,D,=,420.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
128,179763,CHEMBL30008,CHEMBL3541099,38764,Homo sapiens,Homo sapiens,D,=,1.25,,Ratio IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
129,179764,CHEMBL1017,CHEMBL3541099,116949,Homo sapiens,Homo sapiens,D,=,1.0,,Ratio IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
130,179765,CHEMBL296419,CHEMBL3541100,65605,Homo sapiens,Homo sapiens,D,=,3.05,uL/min,CL,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
131,179766,CHEMBL3527324,CHEMBL3534693,1925030,Homo sapiens,Homo sapiens,D,=,240100.0,nM,Ki,,91984,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
132,179767,CHEMBL42,CHEMBL3536206,2261,Homo sapiens,Homo sapiens,D,=,0.05,nmol/min,Drug metabolism,,91913,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
133,179768,CHEMBL296419,CHEMBL3531043,65605,Homo sapiens,Homo sapiens,D,=,90.0,nM,Km,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
134,179769,CHEMBL296419,CHEMBL3531436,65605,Homo sapiens,Homo sapiens,D,=,339.0,pmol/min,Vmax,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
135,179770,CHEMBL30008,CHEMBL3531438,38764,Homo sapiens,Homo sapiens,D,=,950.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
136,179771,CHEMBL1017,CHEMBL3531438,116949,Homo sapiens,Homo sapiens,D,=,540.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
137,179772,CHEMBL30008,CHEMBL3531439,38764,Homo sapiens,Homo sapiens,D,=,760.0,nM,IC50,,91918,100611,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 2J2
