,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
38,44,CHEMBL2334337,CHEMBL2343820,1523985,Homo sapiens,Homo sapiens,D,=,2800.0,nM,IC50,,72689,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
39,45,CHEMBL1863455,CHEMBL2343820,1204029,Homo sapiens,Homo sapiens,D,=,2300.0,nM,IC50,,72689,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
40,46,CHEMBL1863393,CHEMBL2343820,1203966,Homo sapiens,Homo sapiens,D,=,3900.0,nM,IC50,,72689,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
41,47,CHEMBL1863462,CHEMBL2343820,1204036,Homo sapiens,Homo sapiens,D,=,1800.0,nM,IC50,,72689,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
42,48,CHEMBL1862941,CHEMBL2343820,1203510,Homo sapiens,Homo sapiens,D,=,3900.0,nM,IC50,,72689,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
43,49,CHEMBL1862905,CHEMBL2343820,1203473,Homo sapiens,Homo sapiens,D,=,1000.0,nM,IC50,,72689,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
44,50,CHEMBL2337013,CHEMBL2339608,1526688,Homo sapiens,Homo sapiens,D,=,19.3,%,Drug metabolism,,72262,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
45,51,CHEMBL2337014,CHEMBL2339608,1526689,Homo sapiens,Homo sapiens,D,=,18.2,%,Drug metabolism,,72262,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
46,52,CHEMBL2337015,CHEMBL2339608,1526690,Homo sapiens,Homo sapiens,D,=,16.5,%,Drug metabolism,,72262,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
47,53,CHEMBL1333662,CHEMBL2339608,757546,Homo sapiens,Homo sapiens,D,=,12.6,%,Drug metabolism,,72262,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
48,54,CHEMBL2386141,CHEMBL2390658,1562905,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
49,55,CHEMBL2386140,CHEMBL2390658,1562904,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
50,56,CHEMBL2386156,CHEMBL2390658,1562920,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
51,57,CHEMBL2386155,CHEMBL2390658,1562919,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
52,58,CHEMBL2386153,CHEMBL2390658,1562917,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
53,59,CHEMBL2386150,CHEMBL2390658,1562914,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
54,60,CHEMBL2386149,CHEMBL2390658,1562913,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
55,61,CHEMBL2386145,CHEMBL2390658,1562909,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
56,62,CHEMBL2386141,CHEMBL2388954,1562905,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
57,63,CHEMBL2386140,CHEMBL2388954,1562904,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
58,64,CHEMBL2386156,CHEMBL2388954,1562920,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
59,65,CHEMBL2386155,CHEMBL2388954,1562919,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
60,66,CHEMBL2386153,CHEMBL2388954,1562917,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
61,67,CHEMBL2386150,CHEMBL2388954,1562914,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
62,68,CHEMBL2386149,CHEMBL2388954,1562913,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
63,69,CHEMBL2386145,CHEMBL2388954,1562909,Homo sapiens,Homo sapiens,D,>,50000.0,nM,IC50,,73688,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
64,70,CHEMBL157101,CHEMBL2399576,255904,Homo sapiens,Homo sapiens,D,=,81.0,%,Inhibition,,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
65,71,CHEMBL2397734,CHEMBL2399576,1568248,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
66,72,CHEMBL2397733,CHEMBL2399576,1568247,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
67,73,CHEMBL2397732,CHEMBL2399576,1568246,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
68,74,CHEMBL2397731,CHEMBL2399576,1568245,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
69,75,CHEMBL2397730,CHEMBL2399576,1568244,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
70,76,CHEMBL130493,CHEMBL2399576,219529,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
71,77,CHEMBL2397729,CHEMBL2399576,1568243,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
72,78,CHEMBL3542340,CHEMBL2399576,1925467,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
73,79,CHEMBL2397728,CHEMBL2399576,1568242,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
74,80,CHEMBL592676,CHEMBL2399576,597951,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Active,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
75,81,CHEMBL2313578,CHEMBL2399576,1512636,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
76,82,CHEMBL592675,CHEMBL2399576,597950,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
77,83,CHEMBL2397735,CHEMBL2399576,1568249,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
78,84,CHEMBL1401508,CHEMBL2399576,825392,Homo sapiens,Homo sapiens,D,,,,Inhibition,Dose-dependent effect,74033,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
79,85,CHEMBL1639,CHEMBL3509382,480746,Homo sapiens,Homo sapiens,D,=,-16.6,%,Inhibition,VALUE = Expressed as % reduction in production of metabolite from subtype-specific substrate by enzyme. Production of metabolite was increased by 16.6%,91892,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
80,86,CHEMBL3508698,CHEMBL3508969,1923867,Homo sapiens,Homo sapiens,D,=,99.6,%,Activity,VALUE = CYP3A4/5 was contributing predominantly (99.6%) to the oxidative metabolism of aliskiren,91892,104999,PROTEIN,PROTEIN FAMILY,5,Cytochrome P450 3A4/3A5
