,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
23,CHEMBL252350,CHEMBL925158,419652,Cytochrome P450 51,Rattus norvegicus,Homo sapiens,H,=,50.0,%,Inhibition,,37967,11188,PROTEIN,SINGLE PROTEIN,8,CC(C)CCC[C@@H](C)[C@H]1C=C[C@@]2(CC(=O)O)C3=C(CC[C@]12C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC3
24,CHEMBL537002,CHEMBL939288,550071,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,400.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccc(Cl)c(Cl)c1)CC(O)c2cccnc2
25,CHEMBL106,CHEMBL939288,13758,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,40000.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
26,CHEMBL157101,CHEMBL939288,255904,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,110.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
27,CHEMBL536772,CHEMBL939288,550062,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,260000.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1cccnc1)CC(O)c2cccnc2
28,CHEMBL538591,CHEMBL939288,553401,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,1000000.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccc(Cl)c(Cl)c1)CC(O)c2cc(C)ccn2
29,CHEMBL537231,CHEMBL939288,550083,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,35000.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccccc1Cl)CC(O)c2ccncc2
30,CHEMBL537003,CHEMBL939288,550072,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,29200.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccc(OC)c(OC)c1)CC(O)c2cccnc2
31,CHEMBL557376,CHEMBL939288,550075,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,27000.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccc(F)c(F)c1)CC(O)c2cccnc2
32,CHEMBL535872,CHEMBL939288,550110,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,340.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccc2ccccc2c1)CC(O)c3cccnc3
33,CHEMBL558189,CHEMBL939288,550070,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,3300.0,nM,Kd,,38941,11188,PROTEIN,SINGLE PROTEIN,9,Br.CCCN(CCc1ccc(Cl)cc1)CC(O)c2ccncc2
34,CHEMBL104,CHEMBL934981,13494,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,130.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4
35,CHEMBL64391,CHEMBL934981,97867,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,3600.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4
36,CHEMBL1306,CHEMBL934981,259959,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,3000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2
37,CHEMBL253363,CHEMBL934981,419616,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
38,CHEMBL503,CHEMBL934981,9495,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
39,CHEMBL808,CHEMBL934981,52874,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,50.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1
40,CHEMBL261627,CHEMBL934981,430452,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCCO2
41,CHEMBL277535,CHEMBL934981,16973,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,342.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,c1ccc(cc1)C(c2ccc(cc2)c3ccccc3)n4ccnc4
42,CHEMBL407132,CHEMBL934981,430473,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC(c1ccccc1)(c2cncnc2)c3ccc(Cl)cc3Cl
43,CHEMBL832,CHEMBL934981,60232,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4
44,CHEMBL15848,CHEMBL934981,16217,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO
45,CHEMBL498,CHEMBL934981,8516,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
46,CHEMBL15594,CHEMBL934981,16437,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O
47,CHEMBL103,CHEMBL934981,12825,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
48,CHEMBL631,CHEMBL934981,27112,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
49,CHEMBL106,CHEMBL934981,13758,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
50,CHEMBL782,CHEMBL934981,46726,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
51,CHEMBL1109,CHEMBL934981,153330,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3
52,CHEMBL532,CHEMBL934981,12506,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
53,CHEMBL112570,CHEMBL934981,182921,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
54,CHEMBL262086,CHEMBL934981,430550,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC(=O)C(Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2
55,CHEMBL409811,CHEMBL934981,430549,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)C(Cc2ccccc2)NC(=O)c3ccc[nH]3
56,CHEMBL262087,CHEMBL934981,430551,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4CCCCc4[nH]3
57,CHEMBL1515,CHEMBL934981,421089,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CN1C=CNC1=S
58,CHEMBL137,CHEMBL934981,27912,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,Cc1ncc([N+](=O)[O-])n1CCO
59,CHEMBL306226,CHEMBL934981,111896,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,200000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,c1ccc2[nH]cnc2c1
60,CHEMBL410134,CHEMBL934981,430578,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,100000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@@H](Cc2ccccc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
61,CHEMBL428079,CHEMBL934981,430580,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,100000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)C2(CCCC2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
62,CHEMBL410851,CHEMBL934981,430593,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,75000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4cc(F)ccc4[nH]3
63,CHEMBL386630,CHEMBL934981,364520,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,50000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
64,CHEMBL83668,CHEMBL934981,134040,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,50000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3
65,CHEMBL562,CHEMBL934981,16303,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,50000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,COC1=CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O
66,CHEMBL374478,CHEMBL934981,365189,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,30000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O
67,CHEMBL261013,CHEMBL934981,430680,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,26000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2cccnc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
68,CHEMBL410331,CHEMBL934981,430681,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,9700.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
69,CHEMBL265700,CHEMBL934981,430433,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,4500.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,COc1ccc(C[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4CCC(O)CC4)cc1
70,CHEMBL99889,CHEMBL934981,162867,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,4000.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
71,CHEMBL317410,CHEMBL934981,162870,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,3100.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
72,CHEMBL259288,CHEMBL934981,430475,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,2500.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
73,CHEMBL258892,CHEMBL934981,430579,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,1300.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2c[nH]cn2)NC(=O)c3cc4cc(Cl)ccc4[nH]3
74,CHEMBL409630,CHEMBL934981,430581,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,910.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4ccccc4[nH]3
75,CHEMBL259552,CHEMBL934981,430595,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,800.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2F)NC(=O)c3cc4cc(Cl)ccc4[nH]3
76,CHEMBL410852,CHEMBL934981,430596,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,300.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2Cl)NC(=O)c3cc4cc(Cl)ccc4[nH]3
77,CHEMBL91,CHEMBL934981,8917,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,200.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1
78,CHEMBL157101,CHEMBL934981,255904,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,190.0,nM,IC50,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
79,CHEMBL225111,CHEMBL934980,376200,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,30000.0,nM,Km,,38976,11188,PROTEIN,SINGLE PROTEIN,9,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC3
80,CHEMBL106,CHEMBL934979,13758,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,120000.0,nM,Kd,,38976,11188,PROTEIN,SINGLE PROTEIN,9,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
81,CHEMBL157101,CHEMBL934979,255904,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,8000.0,nM,Kd,,38976,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
82,CHEMBL289228,CHEMBL1022141,56713,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,100.0,,Activity,,45989,11188,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)C=C(c2cccc(Cl)c2)c3cc(ccc13)[C@](N)(c4ccc(Cl)cc4)c5cncn5C
83,CHEMBL456001,CHEMBL1022141,518149,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,100.0,,Activity,,45989,11188,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)C=C(c2cccc(Cl)c2C)c3cc(ccc13)[C@](N)(c4ccc(Cl)cc4)c5cncn5C
84,CHEMBL470996,CHEMBL1022141,517579,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,100.0,,Activity,,45989,11188,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)C=C(c2cc(ccc12)[C@](N)(c3ccc(Cl)cc3)c4cncn4C)c5cccc6ccccc56
85,CHEMBL471195,CHEMBL1022141,517580,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,48.0,,Activity,,45989,11188,PROTEIN,SINGLE PROTEIN,9,CO[C@](c1ccc(Cl)cc1)(c2ccc3N(C)C(=O)C=C(c4cccc(Cl)c4C)c3c2)c5cncn5C
86,CHEMBL157101,CHEMBL1022141,255904,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,2.3,,Activity,,45989,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
87,CHEMBL243659,CHEMBL1022141,389456,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,>,100.0,,Activity,,45989,11188,PROTEIN,SINGLE PROTEIN,9,CN1C(=O)C=C(c2cccc(Cl)c2)c3cc(ccc13)[C@@](N)(c4ccc(Cl)cc4)c5cncn5C
88,CHEMBL106,CHEMBL1675121,13758,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,70000.0,nM,Kd,,55470,11188,PROTEIN,SINGLE PROTEIN,9,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
89,CHEMBL157101,CHEMBL1675121,255904,Cytochrome P450 51,Homo sapiens,Homo sapiens,D,=,110.0,nM,Kd,,55470,11188,PROTEIN,SINGLE PROTEIN,9,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
