,compound_id,assay_id,compound_molregno,pref_name,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,smiles
10,CHEMBL3787564,CHEMBL3789263,2077726,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,930.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)COc3ccc(cc3)C(=O)O
11,CHEMBL3785511,CHEMBL3789263,2077727,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C(O)COc3ccc(cc3)C(=O)O
12,CHEMBL3787691,CHEMBL3789263,2077728,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,1400.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)\C(=N\O)\COc3ccc(cc3)C(=O)O
13,CHEMBL101308,CHEMBL3789263,163573,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,25000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)c3ccc(cc3)C(=O)O
14,CHEMBL112715,CHEMBL3789263,187744,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,12600.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C3(OCCO3)c4ccc(cc4)C(=O)O
15,CHEMBL323626,CHEMBL3789263,187006,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,1100.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C3(SCCS3)c4ccc(cc4)C(=O)O
16,CHEMBL95949,CHEMBL3789263,158908,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,5000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)c3ccc(\C=C\C(=O)O)cc3
17,CHEMBL3786324,CHEMBL3789263,2077729,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,1700.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(Cc3ccc(CCC(=O)O)cc3)ccc12
18,CHEMBL3786581,CHEMBL3789263,2077730,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,10000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C3(OCCO3)c4ccc(\C=C\C(=O)O)cc4
19,CHEMBL3787323,CHEMBL3789263,2077734,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,680.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)C3(SCCS3)c4ccc(CCC(=O)O)cc4
20,CHEMBL3786340,CHEMBL3789263,2077735,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,=,6200.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)S(=O)(=O)c3ccc(CCC(=O)O)cc3
21,CHEMBL3786043,CHEMBL3789263,2077736,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,5000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(Sc3ccc(CC(=O)O)cc3)ccc12
22,CHEMBL3786927,CHEMBL3789263,2077737,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,5000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(Sc3cccc(CC(=O)O)c3)ccc12
23,CHEMBL3785557,CHEMBL3789263,2077738,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,5000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)S(=O)(=O)c3ccc(CC(=O)O)cc3
24,CHEMBL3785761,CHEMBL3789263,2077739,Cytochrome P450 26B1,Homo sapiens,Homo sapiens,D,>,5000.0,nM,IC50,,98833,115648,PROTEIN,SINGLE PROTEIN,9,CC1(C)CCC(C)(C)c2cc(ccc12)S(=O)(=O)c3cccc(CC(=O)O)c3
