,drug_name,drug_type
91,Ethinylestradiol,"Inhibitor,Substrate"
92,Etoposide,Substrate
93,Etoricoxib,Inhibitor
94,Fenbendazole,Inducer
95,Flecainide,Substrate
96,Fluconazole,Inhibitor
97,Flunarizine,Substrate
98,Flunitrazepam,Substrate
99,Fluorouracil,Substrate
100,Fluoxetine,"Inhibitor,Substrate"
101,Fluphenazine,Inhibitor
102,Flutamide,"Inhibitor,Substrate"
103,Fluvastatin,Inhibitor
104,Fluvoxamine,"Inhibitor,Substrate"
105,Frovatriptan,Substrate
106,Gemfibrozil,Inhibitor
107,Granisetron,Substrate
108,Griseofulvin,"Inducer,Substrate"
109,Guajazulen,Substrate
110,Haloperidol,Substrate
111,Hexobarbital,Substrate
112,Hydrochloric Acid,Inhibitor
113,Idebenone,Substrate
114,Imatinib,Substrate
115,Imipramine,"Substrate,Inhibitor"
116,Imipramine Oxide,Substrate
117,Imiquimod,Substrate
118,Insulin (human),Inducer
119,Ipriflavone,"Substrate,Inhibitor"
120,Irbesartan,Inhibitor
121,Isoniazid,Inhibitor
122,Ketoconazole,Inhibitor
123,Lansoprazole,Inducer
124,Levobupivacaine,Substrate
125,Levofloxacin,Inhibitor
126,Lidocain,"Inhibitor,Substrate"
127,Lomefloxacin,"Substrate,Inhibitor"
128,Lopinavir,Inhibitor
129,Losartan,Inhibitor
130,Lumiracoxib,Substrate
131,Malathion,Substrate
132,Maprotiline,Substrate
133,Meclozin,Inhibitor
134,Medrysone,Inhibitor
135,Melatonin,Substrate
136,Menadione,Substrate
137,Methadone,Substrate
138,Methoxsalen,Inhibitor
139,Methoxyflurane,Substrate
140,Methyldopa (levorotatory),Substrate
141,Mexiletine,"Substrate,Inhibitor"
142,Mianserin,Substrate
143,Mibefradil,Inhibitor
144,Miconazole,Inhibitor
145,Mirtazapine,Substrate
146,Mitobronitol,Inducer
147,Mitomycin,Inducer
148,Moclobemide,Inhibitor
149,Modafinil,"Inhibitor,Inducer"
150,Moracizine,Inhibitor
151,Nabumetone,Substrate
152,Naproxen,Substrate
153,Nelfinavir,Inhibitor
154,Nevirapine,Inhibitor
155,Niclosamide,Inhibitor
156,Nicotinamide,Inducer
157,Nicotine,"Substrate,Inducer"
158,Nifedipine,Inhibitor
159,Nilvadipine,Inhibitor
160,Nisoldipine,Inhibitor
161,Nitrazepam,Inducer
162,Nitroprusside,Inhibitor
163,Norepinephrine,Inhibitor
164,Norfloxacin,Inhibitor
165,Nortriptyline,Substrate
166,Ofloxacin,Inhibitor
167,Olanzapine,Substrate
168,Omeprazole,"Inducer,Inhibitor,Substrate"
169,Ondansetron,"Inhibitor,Substrate"
170,Orphenadrine (citrate),Inhibitor
171,Oxaliplatin,Substrate
172,Palonosetron,Substrate
173,Pantoprazole,"Inducer,Substrate"
174,Paracetamol,Substrate
175,Paraoxon,Substrate
176,Paroxetine,Inhibitor
177,Pefloxacin,Inhibitor
178,Pentamidine Isethionate,Substrate
179,Pentoxifylline,Substrate
180,Perazine,"Inhibitor,Substrate"
181,Perphenazine,"Inhibitor,Substrate"
182,Pethidine,Inducer
183,Phenacetin,Substrate
184,Phenazone,Substrate
185,Phenobarbital,Inducer
186,Phentermine,Inhibitor
187,Phenylephrine,Inducer
188,Phenylpropanolamine,Inhibitor
189,Pimozide,Substrate
190,Pipamperone,Inducer
191,Pirfenidone,Substrate
192,Prasterone,Inhibitor
193,Praziquantel,Substrate
194,Prednisone,Inducer
195,Primaquine,"Inducer,Inhibitor,Substrate"
196,Primidone,Inducer
197,Procarbazine,Substrate
198,Progesterone,Substrate
199,Proguanil,Substrate
200,Promazine,Substrate
201,Propafenone,"Inhibitor,Substrate"
202,Propofol,"Inhibitor,Substrate"
203,Propranolol,"Substrate,Inhibitor"
204,Pyrazinamide,Substrate
205,Quinidine,Inhibitor
206,Rabeprazole,Inducer
207,Ranitidine,"Inhibitor,Substrate"
208,Rasagiline,Substrate
209,Retinol (vit A),"Inhibitor,Substrate"
210,Rifabutin,Substrate
211,Rifampicin,"Inducer,Substrate"
212,Riluzole,Substrate
213,Ritonavir,"Inducer,Inhibitor,Substrate"
214,Rofecoxib,"Inhibitor,Substrate"
215,Ropinirole,"Inhibitor,Substrate"
216,Ropivacaine,Substrate
217,Rosiglitazone,Inhibitor
218,Roxithromycin,Inhibitor
219,Salicylamide,Inhibitor
220,Secobarbital,Inducer
221,Selegiline,"Substrate,Inhibitor"
222,Sertraline,Substrate
223,Sorbitol,Inhibitor
224,Streptozocin,Inducer
225,Sulconazole,Inhibitor
226,Sulindac,Inhibitor
227,Sulpiride,Inhibitor
228,Tacrine,Substrate
229,Tegafur,Substrate
230,Tegaserod,Inhibitor
231,Telithromycin,Substrate
232,Temafloxacin,"Substrate,Inhibitor"
233,Tenofovir Disoproxil,Inhibitor
234,Terbinafine,Substrate
235,Tetrabenazine,Inducer
236,Theobromine,Substrate
237,Theophylline,"Inhibitor,Substrate"
238,Thiamazole,Inhibitor
239,Thioridazine,"Inhibitor,Substrate"
240,Tiabendazole,"Inhibitor,Substrate"
241,Tibolone,Inhibitor
242,Ticlopidine,Inhibitor
243,Tioconazole,Inhibitor
244,Tiotixene,Substrate
245,Tizanidine,Substrate
246,Tocainide,Inhibitor
247,Tolperisone,Substrate
248,Toremifene,Substrate
249,Tranylcypromine,Inhibitor
250,Treosulfan,Inhibitor
251,Triamterene,"Inhibitor,Substrate"
252,Trichloroethylene,Substrate
253,Trifluoperazine,Substrate
254,Trospium,Inhibitor
255,Tryptophan,Inducer
256,Valproic Acid,Inhibitor
257,Verapamil,Substrate
258,Vincamine,Substrate
259,Warfarin,Substrate
260,Zafirlukast,Inhibitor
261,Ziprasidone,Substrate
262,Zolmitriptan,Substrate
263,Zolpidem,"Substrate,Inhibitor"
264,Zotepine,Substrate
