,drug_name,drug_type
73,Enoxolone,Inhibitor
74,Entacapone,Inhibitor
75,Epinephrine,Inhibitor
76,Epoprostenol,Substrate
77,Eprosartan,Inhibitor
78,Esketamine,Substrate
79,Estradiol,Substrate
80,Estrone,Substrate
81,Ethanol,Inhibitor
82,Ethinylestradiol,Substrate
83,Etodolac,"Substrate,Inhibitor"
84,Etoposide,Inhibitor
85,Etoricoxib,Inhibitor
86,Felodipine,Inhibitor
87,Fenofibrate,Inhibitor
88,Flecainide,Inhibitor
89,Fluconazole,"Substrate,Inhibitor"
90,Flunarizine,Substrate
91,Flunitrazepam,Substrate
92,Fluorouracil,Inhibitor
93,Fluoxetine,"Inhibitor,Substrate"
94,Fluphenazine,Inhibitor
95,Flurbiprofen,"Inhibitor,Substrate"
96,Fluvastatin,"Substrate,Inhibitor"
97,Fluvoxamine,Inhibitor
98,Formoterol,Substrate
99,Fosamprenavir,Substrate
100,Fosphenytoin,"Inhibitor,Substrate"
101,Gemfibrozil,Inhibitor
102,Glibenclamide,"Substrate,Inhibitor"
103,Glimepiride,Substrate
104,Glipizide,Substrate
105,Griseofulvin,Inducer
106,Halofantrine,Substrate
107,Haloperidol,Substrate
108,Halothane,Substrate
109,Hexobarbital,Substrate
110,Histamine,"Substrate,Inhibitor"
111,Hydrochloric Acid,Inhibitor
112,Hydromorphone,Substrate
113,Ibuprofen,"Inhibitor,Substrate"
114,Idarubicin,Substrate
115,Ifosfamide,"Substrate,Inducer"
116,Imatinib,"Substrate,Inhibitor"
117,Indinavir,Inhibitor
118,Indometacin,"Inhibitor,Substrate"
119,Ipriflavone,Inhibitor
120,Irbesartan,"Substrate,Inhibitor"
121,Isoniazid,Inhibitor
122,Ketamine,Substrate
123,Ketobemidone,Substrate
124,Ketoconazole,Inhibitor
125,Ketoprofen,Inhibitor
126,Lansoprazole,"Inducer,Inhibitor,Substrate"
127,Leflunomide,"Inhibitor,Substrate"
128,Lidocain,Substrate
129,Lopinavir,Inhibitor
130,Loratadine,"Inhibitor,Substrate"
131,Lornoxicam,"Inhibitor,Substrate"
132,Losartan,"Inhibitor,Substrate"
133,Lovastatin,"Inhibitor,Inducer"
134,Lumiracoxib,Substrate
135,Lynestrenol,Inducer
136,Manidipine,Inhibitor
137,Medroxyprogesterone,Inhibitor
138,Medrysone,Inhibitor
139,Mefenamic Acid,"Substrate,Inhibitor"
140,Meloxicam,"Inhibitor,Substrate"
141,Mephenytoin,Substrate
142,Methadone,Substrate
143,Methazolamide,Inhibitor
144,Methoxyflurane,Substrate
145,Metronidazole,"Inhibitor,Substrate"
146,Miconazole,Inhibitor
147,Mirtazapine,Substrate
148,Mizolastine,Inhibitor
149,Moclobemide,"Substrate,Inhibitor"
150,Modafinil,"Inducer,Inhibitor"
151,Naproxen,Substrate
152,Nateglinide,Substrate
153,Nelfinavir,"Inducer,Inhibitor"
154,Nevirapine,"Inhibitor,Substrate"
155,Nicardipine,"Inducer,Inhibitor"
156,Nicotine,Substrate
157,Nifedipine,"Inducer,Inhibitor"
158,Nilutamide,Inhibitor
159,Nilvadipine,Inhibitor
160,Nimesulide,"Inhibitor,Substrate"
161,Noscapine,Inhibitor
162,Olanzapine,Inhibitor
163,Omeprazole,"Inhibitor,Substrate"
164,Ondansetron,Substrate
165,Orphenadrine (citrate),Inhibitor
166,Oxaprozin,Substrate
167,Paclitaxel,Substrate
168,Pancreozymin (cholecystokinin),Inhibitor
169,Pantoprazole,Inhibitor
170,Paracetamol,Substrate
171,Parecoxib,Inhibitor
172,Paroxetine,Inhibitor
173,Perazine,"Inhibitor,Substrate"
174,Perphenazine,Substrate
175,Phenacetin,Substrate
176,Phenazone,Substrate
177,Phenobarbital,"Inducer,Substrate"
178,Phenprocoumon,Substrate
179,Phentermine,"Inducer,Inhibitor"
180,Phenylbutazone,"Inhibitor,Substrate"
181,Phenytoin,"Inducer,Inhibitor,Substrate"
182,Pioglitazone,"Substrate,Inhibitor"
183,Piroxicam,"Inhibitor,Substrate"
184,Pranlukast,Inhibitor
185,Pravastatin,"Inhibitor,Substrate"
186,Primidone,Inducer
187,Probenecid,Inhibitor
188,Progesterone,"Inhibitor,Substrate"
189,Proguanil,Substrate
190,Promethazine,Inhibitor
191,Propafenone,Inhibitor
192,Propanol,Inhibitor
193,Propofol,"Substrate,Inhibitor"
194,Pyrimethamine,Inhibitor
195,Quazepam,Substrate
196,Quinidine,"Substrate,Inhibitor"
197,Retinol (vit A),Inhibitor
198,Rifampicin,"Substrate,Inducer"
199,Rifapentine,Inducer
200,Ritonavir,"Inhibitor,Inducer"
201,Rofecoxib,Substrate
202,Rosiglitazone,"Inhibitor,Substrate"
203,Rosuvastatin,"Inhibitor,Substrate"
204,Rutoside,Inhibitor
205,Saquinavir,Inhibitor
206,Secobarbital,Inducer
207,Selegiline,"Inhibitor,Substrate"
208,Seratrodast,"Inducer,Inhibitor,Substrate"
209,Sertraline,"Substrate,Inhibitor"
210,Sildenafil,Substrate
211,Silymarin,Inhibitor
212,Simvastatin,Inhibitor
213,Simvastatin And Ezetimibe,Inhibitor
214,Sulconazole,Inhibitor
215,Sulfadiazine,"Inhibitor,Substrate"
216,Sulfadimethoxine,Inhibitor
217,Sulfadimidine,Inhibitor
218,Sulfafurazole,"Substrate,Inhibitor"
219,Sulfamethizole,Inhibitor
220,Sulfamethoxazole,"Substrate,Inhibitor"
221,Sulfamethoxazole And Trimethoprim,"Inhibitor,Substrate"
222,Sulfamoxole,Inhibitor
223,Sulfanilamide,Inhibitor
224,Sulfaphenazole,Inhibitor
225,Sulfapyridine,Inhibitor
226,Sulfinpyrazon,"Substrate,Inhibitor"
227,Suprofen,"Inhibitor,Substrate"
228,Tamoxifen,"Inhibitor,Substrate"
229,Tegaserod,Inhibitor
230,Telmisartan,Inhibitor
231,Temazepam,Substrate
232,Teniposide,Inhibitor
233,Tenofovir Disoproxil,Inhibitor
234,Tenoxicam,Substrate
235,Terbinafine,Substrate
236,Terfenadine,Substrate
237,Testosterone,Substrate
238,Tetrabenazine,Inducer
239,Thalidomide,Substrate
240,Theophylline,Substrate
241,Thiamazole,Inhibitor
242,Thioridazine,Inhibitor
243,Tibolone,Inhibitor
244,Ticlopidine,Inhibitor
245,Tienilic Acid,"Inducer,Substrate"
246,Tioconazole,Inhibitor
247,Tolbutamide,"Substrate,Inhibitor"
248,Tolcapone,Inhibitor
249,Tolterodine,Substrate
250,Torasemide,Substrate
251,Trabectedin,Substrate
252,Tranylcypromine,Inhibitor
253,Tretinoin,"Inhibitor,Substrate"
254,Triazolam,Inhibitor
255,Trimethadione,Substrate
256,Trimethoprim,"Inhibitor,Substrate"
257,Trimipramine,Substrate
258,Troglitazone,"Inhibitor,Substrate"
259,Tropisetron,Substrate
260,Trospium,Inhibitor
261,Valdecoxib,"Substrate,Inhibitor"
262,Valproic Acid,"Inhibitor,Substrate"
263,Valsartan,"Inhibitor,Substrate"
264,Venlafaxine,Substrate
265,Verapamil,"Inhibitor,Substrate"
266,Voriconazole,"Inhibitor,Substrate"
267,Warfarin,"Substrate,Inhibitor"
268,Ximelagatran,Substrate
269,Zafirlukast,"Inhibitor,Substrate"
270,Zalcitabine,Substrate
271,Zidovudine,Substrate
272,Zolpidem,"Inhibitor,Substrate"
273,Zopiclone,Substrate
