,drug_name,drug_type
284,Thiamazole,Inhibitor
285,Thioridazine,"Inhibitor,Substrate"
286,Ticlopidine,Inhibitor
287,Timolol,"Substrate,Inhibitor"
288,Tiotixene,Inhibitor
289,Tiotropium Bromide,Substrate
290,Tolperisone,Substrate
291,Tolterodine,Substrate
292,Trabectedin,Substrate
293,Tramadol,"Inhibitor,Substrate"
294,Tranylcypromine,Inhibitor
295,Trazodone,Substrate
296,Trifluperidol,Substrate
297,Trimipramine,Substrate
298,Tripelennamine,Inhibitor
299,Triprolidine,Inhibitor
300,Tropisetron,"Substrate,Inhibitor"
301,Trospium,Inhibitor
302,Venlafaxine,"Inhibitor,Substrate"
303,Verapamil,Inhibitor
304,Vernakalant,Substrate
305,Vinblastine,"Substrate,Inhibitor"
306,Vincamine,Substrate
307,Vinorelbine,"Substrate,Inhibitor"
308,Yohimbin,"Inhibitor,Substrate"
309,Zafirlukast,Inhibitor
310,Zalcitabine,Substrate
311,Ziprasidone,Inhibitor
312,Zolpidem,"Inhibitor,Substrate"
313,Zotepine,Substrate
314,Zuclopenthixol,Substrate
